"country","date","people_fully_vaccinated","people_vaccinated","people_fully_vaccinated","daily_vaccinations","population","continent","cumsum_total_vaccination","people_fully_vaccinated_per_million","people_vaccinated_per_million","daily_vaccinated_per_million"
"Jordan",2021-02-13,659909.5,957970.666666667,659909.5,1818,10276464,"Asia",778386.70548096,64215.6193025149,93219.8727759535,176.909100250826
"Jordan",2021-02-14,6506,22440.8333333333,6506,1818,10276464,"Asia",780204.70548096,633.097143141843,2183.71156979028,176.909100250826
"Jordan",2021-02-15,547403.6,845811.285714286,547403.6,1818,10276464,"Asia",782022.70548096,53267.6998625208,82305.6730130408,176.909100250826
"Jordan",2021-02-16,666871.5,1041283.55555556,666871.5,1818,10276464,"Asia",783840.70548096,64893.0896853237,101327.028008423,176.909100250826
"Jordan",2021-02-17,671453,7232.42857142857,671453,1818,10276464,"Asia",785658.70548096,65338.9142413188,703.785715731459,176.909100250826
"Jordan",2021-02-18,675236,8005.85714285714,675236,1818,10276464,"Asia",787476.70548096,65707.0369730289,779.047845918318,176.909100250826
"Jordan",2021-02-19,678278.5,11539,678278.5,1818,10276464,"Asia",789294.70548096,66003.1018451483,1122.85704499135,176.909100250826
"Jordan",2021-02-20,680251.5,1216469.77777778,680251.5,1818,10276464,"Asia",791112.70548096,66195.0939544964,118374.35306325,176.909100250826
"Jordan",2021-02-21,3921.14285714286,26579.3333333333,3921.14285714286,1818,10276464,"Asia",792930.70548096,381.56537668432,2586.427912688,176.909100250826
"Jordan",2021-02-22,30000,50000,30000,1818,10276464,"Asia",794748.70548096,2919.29208334696,4865.48680557826,176.909100250826
"Jordan",2021-02-23,686433,1357172.11111111,686433,4892,10276464,"Asia",799640.70548096,66796.61408827,132066.059990198,476.039229057777
"Jordan",2021-02-24,342573.5,19400.6666666667,342573.5,7965,10276464,"Asia",807605.70548096,33335.7368838153,1887.87375372177,775.072048128617
"Jordan",2021-02-25,696270,27600,696270,11039,10276464,"Asia",818644.70548096,67753.8499623995,2685.7487166792,1074.20217693557
"Jordan",2021-02-26,703513.5,33273.4285714286,703513.5,11209,10276464,"Asia",829853.70548096,68458.7130359236,3237.82855381273,1090.74483207453
"Jordan",2021-02-27,709322.5,1620395.77777778,709322.5,11379,10276464,"Asia",841232.70548096,69023.9852929957,157680.28553185,1107.2874872135
"Jordan",2021-02-28,6746,32798.6666666667,6746,11549,10276464,"Asia",852781.70548096,656.451479808619,3191.62959814452,1123.83014235247
"Jordan",2021-03-01,725651.5,36236.4285714286,725651.5,11719,10276464,"Asia",864500.70548096,70612.9559739615,3526.1573019113,1140.37279749143
"Jordan",2021-03-02,740965,38904.5714285714,740965,8816,10276464,"Asia",873316.70548096,72103.1086179059,3785.79357924783,857.882633559559
"Jordan",2021-03-03,761797.5,41827.8571428571,761797.5,5912,10276464,"Asia",879228.70548096,74130.3136954501,4070.25774068368,575.295159891574
"Jordan",2021-03-04,785203,44829.1428571429,785203,3008,10276464,"Asia",882236.70548096,76407.8967240093,4362.31206153623,292.707686223588
"Jordan",2021-03-05,811088.5,51370.7142857143,811088.5,3008,10276464,"Asia",885244.70548096,78926.8078981253,4998.87065100547,292.707686223588
"Jordan",2021-03-06,830452.5,2118904.11111111,830452.5,3008,10276464,"Asia",888252.70548096,80811.1136281896,206189.999897933,292.707686223588
"Jordan",2021-03-07,7034,40784,7034,3008,10276464,"Asia",891260.70548096,684.47668380875,3968.68027757408,292.707686223588
"Jordan",2021-03-08,706737.6,171277.6,706737.6,3008,10276464,"Asia",894268.70548096,68772.449356121,16666.9780578222,292.707686223588
"Jordan",2021-03-09,888459.5,96378.5714285714,888459.5,3008,10276464,"Asia",897276.70548096,86455.7594908132,9378.57335252393,292.707686223588
"Jordan",2021-03-10,7641.75,26715.3333333333,7641.75,3008,10276464,"Asia",900284.70548096,743.616675930553,2599.66203679917,292.707686223588
"Jordan",2021-03-11,7507,150091.571428571,7507,3008,10276464,"Asia",903292.70548096,730.50418898952,14605.3712082844,292.707686223588
"Jordan",2021-03-12,9253.2,184669.428571429,9253.2,3008,10276464,"Asia",906300.70548096,900.426450187535,17970.1333621593,292.707686223588
"Jordan",2021-03-13,999081.5,2638879,999081.5,3008,10276464,"Asia",909308.70548096,97220.3571189467,256788.619120351,292.707686223588
"Jordan",2021-03-14,21277.8333333333,29806,21277.8333333333,3008,10276464,"Asia",912316.70548096,2070.54034669253,2900.41399454131,292.707686223588
"Jordan",2021-03-15,48379,155772,48379,3008,10276464,"Asia",915324.70548096,4707.74772334141,15158.1322135707,292.707686223588
"Jordan",2021-03-16,12927,273598.571428571,12927,5273,10276464,"Asia",920597.70548096,1257.9229587142,26623.8047862155,513.114238516283
"Jordan",2021-03-17,52412,189456,52412,7537,10276464,"Asia",928134.70548096,5100.19788907936,18435.9133647527,733.423481072867
"Jordan",2021-03-18,18927.6666666667,223969.666666667,18927.6666666667,8207,10276464,"Asia",936341.70548096,1841.846248541,21794.4291603286,798.621004267616
"Jordan",2021-03-19,22807.4,419168.857142857,22807.4,8876,10276464,"Asia",945217.70548096,2219.38207539091,40789.2108747578,863.721217726253
"Jordan",2021-03-20,1417002.85714286,2973475.22222222,1417002.85714286,9546,10276464,"Asia",954763.70548096,137888.174097905,289348.089208722,928.918740921002
"Jordan",2021-03-21,63370,209278,63370,10215,10276464,"Asia",964978.70548096,6166.51797738989,20364.7869539561,994.018954379639
"Kazakhstan",2021-01-31,4894,44594,4894,2606.66666666667,18939158,"Asia",652807.959454105,258.406419123807,2354.59253257193,137.633714585763
"Kazakhstan",2021-02-01,245194,619483.555555556,245194,1273,18939158,"Asia",654080.959454105,12946.4044811285,32709.139210706,67.2152373405407
"Kazakhstan",2021-02-02,273381,622345.777777778,273381,1273,18939158,"Asia",655353.959454105,14434.6966216766,32860.2664267217,67.2152373405407
"Kazakhstan",2021-02-03,304240,626553.666666667,304240,1273,18939158,"Asia",656626.959454105,16064.0721197848,33082.4457278759,67.2152373405407
"Kazakhstan",2021-02-04,336241.666666667,632522.111111111,336241.666666667,1273,18939158,"Asia",657899.959454105,17753.7811695043,33397.5835204031,67.2152373405407
"Kazakhstan",2021-02-05,366621,640412.555555556,366621,1273,18939158,"Asia",659172.959454105,19357.8299521024,33814.2041771633,67.2152373405407
"Kazakhstan",2021-02-06,387497.333333333,646863.777777778,387497.333333333,1273,18939158,"Asia",660445.959454105,20460.1140839172,34154.8329539137,67.2152373405407
"Kazakhstan",2021-02-07,8804.5,17831.3333333333,8804.5,1273,18939158,"Asia",661718.959454105,464.883391331336,941.506128906751,67.2152373405407
"Kazakhstan",2021-02-08,411421,662946.222222222,411421,1273,18939158,"Asia",662991.959454105,21723.2994201749,35003.9965991214,67.2152373405407
"Kazakhstan",2021-02-09,421974.333333333,678330.333333333,421974.333333333,1273,18939158,"Asia",664264.959454105,22280.5223618354,35816.2877849867,67.2152373405407
"Kazakhstan",2021-02-10,431133.666666667,698459.777777778,431133.666666667,1273,18939158,"Asia",665537.959454105,22764.1411865653,36879.1356921875,67.2152373405407
"Kazakhstan",2021-02-11,437896.333333333,14000,437896.333333333,1273,18939158,"Asia",666810.959454105,23121.2144348409,739.209208772639,67.2152373405407
"Kazakhstan",2021-02-12,443128.666666667,750071.111111111,443128.666666667,1182,18939158,"Asia",667992.959454105,23397.4850765101,39604.2480405471,62.4103774835185
"Kazakhstan",2021-02-13,445351.666666667,770609.333333333,445351.666666667,1091,18939158,"Asia",669083.959454105,23514.8609387316,40688.679683296,57.6055176264964
"Kazakhstan",2021-02-14,9756,22185.6666666667,9756,1001,18939158,"Asia",670084.959454105,515.123217198991,1171.4177930543,52.8534584272437
"Kazakhstan",2021-02-15,292701.8,609540.857142857,292701.8,910,18939158,"Asia",670994.959454105,15454.8475703091,32184.158194512,48.0485985702216
"Kazakhstan",2021-02-16,450076.333333333,837664.444444444,450076.333333333,819,18939158,"Asia",671813.959454105,23764.3264464731,44229.2336567679,43.2437387131994
"Kazakhstan",2021-02-17,453190.333333333,10786.1428571429,453190.333333333,729,18939158,"Asia",672542.959454105,23928.7476947673,569.515437652659,38.4916795139467
"Kazakhstan",2021-02-18,455730,11703.2857142857,455730,638,18939158,"Asia",673180.959454105,24062.8437652825,617.941183778377,33.6868196569246
"Kazakhstan",2021-02-19,457777,14789,457777,638,18939158,"Asia",673818.959454105,24170.9267117366,780.868927752754,33.6868196569246
"Kazakhstan",2021-02-20,459098.333333333,978884.222222222,459098.333333333,638,18939158,"Asia",674456.959454105,24240.6939808693,51685.7308134935,33.6868196569246
"Kazakhstan",2021-02-21,4555.28571428571,27133.6666666667,4555.28571428571,638,18939158,"Asia",675094.959454105,240.522082042175,1432.67544769766,33.6868196569246
"Kazakhstan",2021-02-22,25607.6666666667,46220.6,25607.6666666667,638,18939158,"Asia",675732.959454105,1352.10164394144,2440.47808249976,33.6868196569246
"Kazakhstan",2021-02-23,463239.333333333,1092428.88888889,463239.333333333,638,18939158,"Asia",676370.959454105,24459.3415046927,57680.9638997092,33.6868196569246
"Kazakhstan",2021-02-24,2137,20157,2137,638,18939158,"Asia",677008.959454105,112.835005653366,1064.30285865929,33.6868196569246
"Kazakhstan",2021-02-25,469822,30452,469822,1040,18939158,"Asia",678048.959454105,24806.9106345699,1607.88563039603,54.9126840802532
"Kazakhstan",2021-02-26,474680.333333333,35645.1428571429,474680.333333333,1442,18939158,"Asia",679490.959454105,25063.4338302333,1882.08698914402,76.1385485035818
"Kazakhstan",2021-02-27,478556,1305458.22222222,478556,1844,18939158,"Asia",681334.959454105,25268.0715795285,68929.0528239018,97.3644129269105
"Kazakhstan",2021-02-28,10172,35406.3333333333,10172,2247,18939158,"Asia",683581.959454105,537.088290831092,1869.47768920526,118.643078008009
"Kazakhstan",2021-03-01,489517.666666667,38462.1428571429,489517.666666667,2649,18939158,"Asia",686230.959454105,25846.8547897782,2030.82644208063,139.868942431337
"Kazakhstan",2021-03-02,499827,40970.8571428571,499827,3051,18939158,"Asia",689281.959454105,26391.194370943,2163.28820652202,161.094806854666
"Kazakhstan",2021-03-03,513777.666666667,44090.2857142857,513777.666666667,3453,18939158,"Asia",692734.959454105,27127.7987472657,2327.99608695834,182.320671277995
"Kazakhstan",2021-03-04,529420.666666667,47656.7142857143,529420.666666667,3453,18939158,"Asia",696187.959454105,27953.7594367536,2516.30586141761,182.320671277995
"Kazakhstan",2021-03-05,546723.333333333,53821.5714285714,546723.333333333,3453,18939158,"Asia",699640.959454105,28867.3516179195,2841.81437361531,182.320671277995
"Kazakhstan",2021-03-06,559633.666666667,1708000.88888889,559633.666666667,3453,18939158,"Asia",703093.959454105,29549.0257099427,90183.57040418,182.320671277995
"Kazakhstan",2021-03-07,10689,45519,10689,3453,18939158,"Asia",706546.959454105,564.38623089791,2403.4331410087,182.320671277995
"Kazakhstan",2021-03-08,372368.8,221518.4,372368.8,3453,18939158,"Asia",709999.959454105,19661.3175728298,11696.3172280415,182.320671277995
"Kazakhstan",2021-03-09,598326.333333333,90788.8571428571,598326.333333333,3453,18939158,"Asia",713452.959454105,31592.0239607977,4793.71137528169,182.320671277995
"Kazakhstan",2021-03-10,11125.5,15357.6666666667,11125.5,3453,18939158,"Asia",716905.959454105,587.433718014286,810.894901804329,182.320671277995
"Kazakhstan",2021-03-11,11039,134766.857142857,11039,3453,18939158,"Asia",720358.959454105,582.866461117226,7115.77870266762,182.320671277995
"Kazakhstan",2021-03-12,12205.8,163407.142857143,12205.8,3453,18939158,"Asia",723811.959454105,644.474268602649,8628.00462708759,182.320671277995
"Kazakhstan",2021-03-13,672091.666666667,2126955,672091.666666667,3453,18939158,"Asia",727264.959454105,35486.8820813822,112304.623046072,182.320671277995
"Kazakhstan",2021-03-14,36934.6666666667,19475,36934.6666666667,3453,18939158,"Asia",730717.959454105,1950.17469449627,1028.29281006051,182.320671277995
"Kazakhstan",2021-03-15,18807,69095,18807,3453,18939158,"Asia",734170.959454105,993.021970670502,3648.26144858182,182.320671277995
"Kazakhstan",2021-03-16,14717,235475.857142857,14717,4012,18939158,"Asia",738182.959454105,777.067280393352,12433.2801459736,211.836238971131
"Kazakhstan",2021-03-17,41075.3333333333,104728,41075.3333333333,4571,18939158,"Asia",742753.959454105,2168.80461810041,5529.7072868815,241.351806664267
"Kazakhstan",2021-03-18,19247,90748,19247,5129,18939158,"Asia",747882.959454105,1016.25426008907,4791.55409126425,270.814573699633
"Kuwait",2021-01-03,7918.65714285714,104725.433333333,7918.65714285714,1121,4316194,"Asia",401528.467400396,1834.63883756317,24263.3749394335,259.719558481384
"Kuwait",2021-01-07,5,99625.2222222222,5,1121,4316194,"Asia",406012.467400396,1.15842800393124,23081.729464019,259.719558481384
"Kuwait",2021-01-08,8,121537,8,1121,4316194,"Asia",407133.467400396,1.85348480628999,28158.3728627583,259.719558481384
"Kuwait",2021-01-09,30,141070.222222222,30,1121,4316194,"Asia",408254.467400396,6.95056802358745,32683.9391886051,259.719558481384
"Kuwait",2021-01-10,8640.33333333333,154735.777777778,8640.33333333333,1121,4316194,"Asia",409375.467400396,2001.84081932678,35850.0516375718,259.719558481384
"Kuwait",2021-01-11,21852,173755.888888889,21852,1121,4316194,"Asia",410496.467400396,5062.7937483811,40256.7375073708,259.719558481384
"Kuwait",2021-01-12,46418,193135.333333333,46418,1121,4316194,"Asia",411617.467400396,10754.3822172961,44746.6757363857,259.719558481384
"Kuwait",2021-01-13,84492,215119.444444444,84492,1121,4316194,"Asia",412738.467400396,19575.5797816317,49840.077726915,259.719558481384
"Kuwait",2021-01-14,130334.666666667,237192.222222222,130334.666666667,1121,4316194,"Asia",413859.467400396,30196.6655499421,54954.0225073809,259.719558481384
"Kuwait",2021-01-15,111839,258280.666666667,111839,1121,4316194,"Asia",414980.467400396,25911.4859063332,59839.9114281394,259.719558481384
"Kuwait",2021-01-16,124947.5,273126.777777778,124947.5,1121,4316194,"Asia",416101.467400396,28948.5366042398,63279.5416002566,259.719558481384
"Kuwait",2021-01-17,1769.625,280708.666666667,1769.625,1121,4316194,"Asia",417222.467400396,409.996631291365,65036.1560825734,259.719558481384
"Kuwait",2021-01-18,1776.33333333333,289402.777777778,1776.33333333333,1121,4316194,"Asia",418343.467400396,411.550855529972,67050.4564386535,259.719558481384
"Kuwait",2021-01-19,2729,296272.555555556,2729,1121,4316194,"Asia",419464.467400396,632.270004545671,68642.085030366,259.719558481384
"Kuwait",2021-01-20,4105,301971.555555556,4105,1121,4316194,"Asia",420585.467400396,951.069391227549,69962.4612692468,259.719558481384
"Kuwait",2021-01-21,7371.33333333333,305638,7371.33333333333,1121,4316194,"Asia",421706.467400396,1707.83179192903,70811.9236531073,259.719558481384
"Kuwait",2021-01-22,9702.83333333333,308486.444444444,9702.83333333333,1121,4316194,"Asia",422827.467400396,2248.00677016217,71471.8672155247,259.719558481384
"Kuwait",2021-01-23,35807.5,22149.6,35807.5,1121,4316194,"Asia",423948.467400396,8296.08215015358,5131.74338317508,259.719558481384
"Kuwait",2021-01-24,2356.125,11549.0769230769,2356.125,1121,4316194,"Asia",425069.467400396,545.880236152499,2675.75482544967,259.719558481384
"Kuwait",2021-01-25,31472.1666666667,311528.333333333,31472.1666666667,1121,4316194,"Asia",426190.467400396,7291.6478422116,72176.6290702719,259.719558481384
"Kuwait",2021-01-26,44749.3333333333,312468.777777778,44749.3333333333,1121,4316194,"Asia",427311.467400396,10367.7761781174,72394.5165063891,259.719558481384
"Kuwait",2021-01-27,56116.6666666667,313833.777777778,56116.6666666667,1961,4316194,"Asia",429272.467400396,13001.4236307883,72710.7673514624,454.335463141833
"Kuwait",2021-01-28,71514,314858.111111111,71514,2800,4316194,"Asia",432072.467400396,16568.7640546278,72948.0906352011,648.719682201495
"Kuwait",2021-01-29,87726.3333333333,315907.444444444,87726.3333333333,3640,4316194,"Asia",435712.467400396,20324.928243108,73191.2060589594,843.335586861944
"Kuwait",2021-01-30,102291,316794.111111111,102291,4480,4316194,"Asia",440192.467400396,23699.3517900261,73396.6339583232,1037.95149152239
"Kuwait",2021-01-31,5775.5,53782,5775.5,5320,4316194,"Asia",445512.467400396,1338.10018734098,12460.514981486,1232.56739618284
"Kuwait",2021-02-01,126512.5,318313.777777778,126512.5,6160,4316194,"Asia",451672.467400396,29311.1245694702,73748.7188429848,1427.18330084329
"Kuwait",2021-02-02,141442.5,319812.888888889,141442.5,7000,4316194,"Asia",458672.467400396,32770.1905892089,74096.0413014079,1621.79920550374
"Kuwait",2021-02-03,157561.5,322038.333333333,157561.5,7000,4316194,"Asia",465672.467400396,36504.7307882825,74611.6447345354,1621.79920550374
"Kuwait",2021-02-04,174243.833333333,325092.555555556,174243.833333333,7000,4316194,"Asia",472672.467400396,40369.7872091322,75319.2640450257,1621.79920550374
"Kuwait",2021-02-05,190186,329118.777777778,190186,7000,4316194,"Asia",479672.467400396,44063.3576711334,76252.0817594802,1621.79920550374
"Kuwait",2021-02-06,200902.666666667,332348.888888889,200902.666666667,7000,4316194,"Asia",486672.467400396,46546.255026226,77000.4519928643,1621.79920550374
"Kuwait",2021-02-07,11617.75,17833.6666666667,11617.75,7000,4316194,"Asia",493672.467400396,2691.66538853444,4131.80377588836,1621.79920550374
"Kuwait",2021-02-08,213003.5,340519.111111111,213003.5,7000,4316194,"Asia",500672.467400396,49349.8438670736,78893.374836977,1621.79920550374
"Kuwait",2021-02-09,218301.666666667,348281.666666667,218301.666666667,7000,4316194,"Asia",507672.467400396,50577.352794306,80691.8471845025,1621.79920550374
"Kuwait",2021-02-10,222979.833333333,358560.888888889,222979.833333333,7000,4316194,"Asia",514672.467400396,51661.2166490508,83073.3949606734,1621.79920550374
"Kuwait",2021-02-11,226701.166666667,16882,226701.166666667,7000,4316194,"Asia",521672.467400396,52523.39599811,3911.31631247344,1621.79920550374
"Kuwait",2021-02-12,229593.833333333,385505.555555556,229593.833333333,7000,4316194,"Asia",528672.467400396,53193.5852126511,89316.0862453253,1621.79920550374
"Kuwait",2021-02-13,230793.833333333,395886.666666667,230793.833333333,7000,4316194,"Asia",535672.467400396,53471.6079335946,91721.2402099319,1621.79920550374
"Kuwait",2021-02-14,13006,21675.3333333333,13006,7000,4316194,"Asia",542672.467400396,3013.30292382594,5021.86262557553,1621.79920550374
"Kuwait",2021-02-15,38000,137000,38000,7000,4316194,"Asia",549672.467400396,8804.05282987743,31740.927307716,1621.79920550374
"Kuwait",2021-02-16,233281.166666667,430426.222222222,233281.166666667,7259,4316194,"Asia",556931.467400396,54047.8872512835,99723.5578897108,1681.80577610738
"Kuwait",2021-02-17,234927.666666667,17893.5714285714,234927.666666667,7517,4316194,"Asia",564448.467400396,54429.3575929781,4145.68284664022,1741.58066111023
"Kuwait",2021-02-18,236224,19098.1428571429,236224,7776,4316194,"Asia",572224.467400396,54729.6993601307,4424.76470175874,1801.58723171387
"Kuwait",2021-02-19,237275.5,21289,237275.5,8034,4316194,"Asia",580258.467400396,54973.3167693575,4932.35475513844,1861.36211671672
"Kuwait",2021-02-20,237945.166666667,503713.111111111,237945.166666667,8293,4316194,"Asia",588551.467400396,55128.4688933506,116703.074771688,1921.36868732036
"Kuwait",2021-02-21,5189.42857142857,28242.3333333333,5189.42857142857,8551,4316194,"Asia",597102.467400396,1202.31587630875,6543.34196593882,1981.14357232321
"Kuwait",2021-02-22,21215.3333333333,38661.8,21215.3333333333,8810,4316194,"Asia",605912.467400396,4915.28724921385,8957.38236047777,2041.15014292685
"Kuwait",2021-02-23,240045.666666667,562942.444444444,240045.666666667,8810,4316194,"Asia",614722.467400396,55615.1244978021,130425.65844919,2041.15014292685
"Kuwait",2021-02-24,9510.5,28945.5,9510.5,8810,4316194,"Asia",623532.467400396,2203.44590627761,6706.25555755835,2041.15014292685
"Kuwait",2021-02-25,243374,36156,243374,8810,4316194,"Asia",632342.467400396,56386.2514057524,8376.82458202759,2041.15014292685
"Kuwait",2021-02-26,245847.166666667,40388.5714285714,245847.166666667,8810,4316194,"Asia",641152.467400396,56959.2485107635,9357.45043632687,2041.15014292685
"Kuwait",2021-02-27,247789.5,675583.111111111,247789.5,8810,4316194,"Asia",649962.467400396,57409.2591760241,156522.87897882,2041.15014292685
"Kuwait",2021-02-28,13598,40621.6666666667,13598,8810,4316194,"Asia",658772.467400396,3150.4607994914,9411.45524660538,2041.15014292685
"Kuwait",2021-03-01,253383.833333333,42913.5714285714,253383.833333333,8810,4316194,"Asia",667582.467400396,58705.3856553559,9942.45657831215,2041.15014292685
"Kuwait",2021-03-02,258689,45103.4285714286,258689,8810,4316194,"Asia",676392.467400396,59934.5163817938,10449.8149460911,2041.15014292685
"Kuwait",2021-03-03,265757.833333333,48615.1428571429,265757.833333333,8810,4316194,"Asia",685202.467400396,61572.2632794849,11263.4285801664,2041.15014292685
"Kuwait",2021-03-04,273638.333333333,53311.8571428571,273638.333333333,8810,4316194,"Asia",694012.467400396,63398.061656481,12351.5896511735,2041.15014292685
"Kuwait",2021-03-05,282358.166666667,58723.2857142857,282358.166666667,8810,4316194,"Asia",702822.467400396,65418.3214810702,13605.3397308568,2041.15014292685
"Kuwait",2021-03-06,288814.833333333,886194.444444444,288814.833333333,8810,4316194,"Asia",711632.467400396,66914.2381768135,205318.492274547,2041.15014292685
"Kuwait",2021-03-07,14344,54989,14344,8810,4316194,"Asia",720442.467400396,3323.29825767795,12740.159501635,2041.15014292685
"Kuwait",2021-03-08,38000,322000,38000,8810,4316194,"Asia",729252.467400396,8804.05282987743,74602.7634531719,2041.15014292685
"Kuwait",2021-03-22,21167.4,5e+05,21167.4,7551,4316194,"Asia",763702.300733729,4904.18178608283,115842.800393124,1749.45797153696
"Latvia",2021-01-07,5,5431,5,1136.5,1870977,"Europe",389405.114230685,2.67240056932822,2902.76149840431,607.436649408304
"Latvia",2021-01-08,8,6337,8,1321.25,1870977,"Europe",390726.364230685,4.27584091092515,3387.00048156658,706.181850444981
"Latvia",2021-01-09,30,6642,30,1332,1870977,"Europe",392058.364230685,16.0344034159693,3550.0169162956,711.927511669037
"Latvia",2021-01-10,9082.72222222222,6978,9082.72222222222,1332,1870977,"Europe",393390.364230685,4854.53440754334,3729.60223455446,711.927511669037
"Latvia",2021-01-11,21305,8345,21305,1411,1870977,"Europe",394801.364230685,11387.0988259075,4460.23655020879,754.151440664423
"Latvia",2021-01-12,44036.5,9972,44036.5,1463.25,1870977,"Europe",396264.614230685,23536.6335342444,5329.8356954682,782.078026613903
"Latvia",2021-01-13,79035.1666666667,11483,79035.1666666667,1561,1870977,"Europe",397825.614230685,42242.7248793901,6137.43514751918,834.323457744269
"Latvia",2021-01-14,121078.777777778,13306,121078.777777778,1720.75,1870977,"Europe",399546.364230685,64714.1989333796,7111.79239509625,919.706655934306
"Latvia",2021-01-15,93525.5,15178,93525.5,1795.75,1870977,"Europe",401342.114230685,49987.5198893412,8112.33916825274,959.792664474229
"Latvia",2021-01-16,104493.083333333,15845,104493.083333333,1824.25,1870977,"Europe",403166.364230685,55849.4750781722,8468.83740420112,975.0253477194
"Latvia",2021-01-17,1542.75,15962,1542.75,1864.5,1870977,"Europe",405030.864230685,824.569195666221,8531.3715775234,996.538172302492
"Latvia",2021-01-18,571,16235,571,1946.75,1870977,"Europe",406977.614230685,305.188145017282,8677.28464860872,1040.49916166794
"Latvia",2021-01-19,1375,16307,1375,125,1870977,"Europe",407102.614230685,734.91015656526,8715.76721680705,66.8100142332054
"Latvia",2021-01-20,2126,16326,2126,235,1870977,"Europe",407337.614230685,1136.30472207836,8725.92233897049,125.602826758426
"Latvia",2021-01-21,2139,16592,2139,275,1870977,"Europe",407612.614230685,1143.25296355861,8868.09404925876,146.982031313052
"Latvia",2021-01-22,2156,16790,2156,306,1870977,"Europe",407918.614230685,1152.33912549433,8973.92111180415,163.550914842887
"Latvia",2021-01-23,26944,16916,26944,343,1870977,"Europe",408261.614230685,14401.0321879959,9041.26560615122,183.326679055916
"Latvia",2021-01-24,2124.5,13156.6153846154,2124.5,381,1870977,"Europe",408642.614230685,1135.50300190756,7031.94928885571,203.63692338281
"Latvia",2021-01-25,2804,16935,2804,419,1870977,"Europe",409061.614230685,1498.68223927926,9051.42072831467,223.947167709705
"Latvia",2021-01-26,3622,16965,3622,415,1870977,"Europe",409476.614230685,1935.88697242136,9067.45513173064,221.809247254242
"Latvia",2021-01-27,4359,17046,4359,422,1870977,"Europe",409898.614230685,2329.79881634034,9110.74802095376,225.550608051302
"Latvia",2021-01-28,5109,17075,5109,493,1870977,"Europe",410391.614230685,2730.65890173957,9126.24794425586,263.498696135762
"Latvia",2021-01-29,6019,17127,6019,600,1870977,"Europe",410991.614230685,3217.03580535731,9154.04091017687,320.688068319386
"Latvia",2021-01-30,6323,17131,6323,606,1870977,"Europe",411597.614230685,3379.51775997246,9156.17883063234,323.89494900258
"Latvia",2021-01-31,6657,62970,6657,677,1870977,"Europe",412274.614230685,3558.03411800359,33656.2127701196,361.843037087041
"Latvia",2021-02-01,7831,17144,7831,748,1870977,"Europe",413022.614230685,4185.51377168185,9163.12707211259,399.791125171501
"Latvia",2021-02-02,9504,17280,9504,885,1870977,"Europe",413907.614230685,5079.69900217908,9235.81636759832,473.014900771094
"Latvia",2021-02-03,10883,17523,10883,1000,1870977,"Europe",414907.614230685,5816.7470791998,9365.69503526767,534.480113865643
"Latvia",2021-02-04,12246,17663,12246,1104,1870977,"Europe",416011.614230685,6545.24347439867,9440.52225120886,590.06604570767
"Latvia",2021-02-05,13751,17825,13751,1204,1870977,"Europe",417215.614230685,7349.63604576646,9527.1080296551,643.514057094235
"Latvia",2021-02-06,14308,17834,14308,1241,1870977,"Europe",418456.614230685,7647.34146918963,9531.91835067989,663.289821307264
"Latvia",2021-02-07,14431,17836,14431,1150,1870977,"Europe",419606.614230685,7713.0825231951,9532.98731090762,614.65213094549
"Latvia",2021-02-08,14586,18092,14586,1100,1870977,"Europe",420706.614230685,7795.92694084428,9669.81422005722,587.928125252208
"Latvia",2021-02-09,14629,18233,14629,868,1870977,"Europe",421574.614230685,7818.9095857405,9745.17591611228,463.928738835379
"Latvia",2021-02-10,14826,18662,14826,726,1870977,"Europe",422300.614230685,7924.20216817203,9974.46788496064,388.032562666457
"Latvia",2021-02-11,15506,19764,15506,766,1870977,"Europe",423066.614230685,8287.64864560067,10563.4649704406,409.411767221083
"Latvia",2021-02-12,16059,20940,16059,775,1870977,"Europe",423841.614230685,8583.21614856837,11192.0135843466,414.222088245874
"Latvia",2021-02-13,16236,21164,16236,751,1870977,"Europe",424592.614230685,8677.81912872259,11311.7371298525,401.394565513098
"Latvia",2021-02-14,16256,21165,16256,736,1870977,"Europe",425328.614230685,8688.5087309999,11312.2716099663,393.377363805114
"Latvia",2021-02-15,16410,21884,16410,802,1870977,"Europe",426130.614230685,8770.81866853521,11696.5628118357,428.653051320246
"Latvia",2021-02-16,16486,23188,16486,973,1870977,"Europe",427103.614230685,8811.439157189,12393.5248803165,520.049150791271
"Latvia",2021-02-17,16665,25001,16665,1168,1870977,"Europe",428271.614230685,8907.11109757095,13362.537326755,624.272772995071
"Latvia",2021-02-18,16718,26493,16718,1134,1870977,"Europe",429405.614230685,8935.43854360583,14159.9816566425,606.10044912364
"Latvia",2021-02-19,16774,27789,16774,1081,1870977,"Europe",430486.614230685,8965.3694299823,14852.6678842124,577.773003088761
"Latvia",2021-02-20,16792,28542,16792,1133,1870977,"Europe",431619.614230685,8974.99007203188,15255.1314099532,605.565969009774
"Latvia",2021-02-21,5823.57142857143,29351,5823.57142857143,1316,1870977,"Europe",432935.614230685,3112.58312024756,15687.5258220705,703.375829847187
"Latvia",2021-02-22,16823,31103,16823,1376,1870977,"Europe",434311.614230685,8991.55895556172,16623.9349815631,735.444636679125
"Latvia",2021-02-23,16852,33456,16852,1519,1870977,"Europe",435830.614230685,9007.05887886382,17881.566689489,811.875292961912
