country,date,daily_vaccinations,population,continent,cumsum_total_vaccination,people_vaccinated,people_fully_vaccinated,people_fully_vaccinated_per_million,people_vaccinated_per_million,daily_vaccinated_per_million
Afghanistan,2021-02-22,0.0,39559326,Asia,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2021-02-23,1367.0,39559326,Asia,1367.0,1367.0,0.0,0.0,35.0,34.555694907441
Afghanistan,2021-02-24,1367.0,39559326,Asia,2734.0,2733.0,0.0,0.0,69.0,34.555694907441
Afghanistan,2021-02-25,1367.0,39559326,Asia,4101.0,4100.0,0.0,0.0,104.0,34.555694907441
Afghanistan,2021-02-26,1367.0,39559326,Asia,5468.0,5467.0,0.0,0.0,138.0,34.555694907441
Afghanistan,2021-02-27,1367.0,39559326,Asia,6835.0,6833.0,0.0,0.0,173.0,34.555694907441
Afghanistan,2021-02-28,1367.0,39559326,Asia,8202.0,8200.0,0.0,0.0,207.0,34.555694907441
Afghanistan,2021-03-01,1580.0,39559326,Asia,9782.0,11062.0,0.0,0.0,280.0,39.9400131336919
Afghanistan,2021-03-02,1794.0,39559326,Asia,11576.0,13925.0,0.0,0.0,352.0,45.3496098492679
Afghanistan,2021-03-03,2008.0,39559326,Asia,13584.0,16788.0,0.0,0.0,424.0,50.7592065648439
Afghanistan,2021-03-04,2221.0,39559326,Asia,15805.0,19650.0,0.0,0.0,497.0,56.1435247910948
Afghanistan,2021-03-05,2435.0,39559326,Asia,18240.0,22512.0,0.0,0.0,569.0,61.5531215066708
Afghanistan,2021-03-06,2649.0,39559326,Asia,20889.0,25375.0,0.0,0.0,641.0,66.9627182222468
Afghanistan,2021-03-07,2862.0,39559326,Asia,23751.0,28238.0,0.0,0.0,714.0,72.3470364484976
Afghanistan,2021-03-08,2862.0,39559326,Asia,26613.0,31100.0,0.0,0.0,786.0,72.3470364484976
Afghanistan,2021-03-09,2862.0,39559326,Asia,29475.0,33962.0,0.0,0.0,859.0,72.3470364484976
Afghanistan,2021-03-10,2862.0,39559326,Asia,32337.0,36825.0,0.0,0.0,931.0,72.3470364484976
Afghanistan,2021-03-11,2862.0,39559326,Asia,35199.0,39688.0,0.0,0.0,1003.0,72.3470364484976
Afghanistan,2021-03-12,2862.0,39559326,Asia,38061.0,42550.0,0.0,0.0,1076.0,72.3470364484976
Afghanistan,2021-03-13,2862.0,39559326,Asia,40923.0,45412.0,0.0,0.0,1148.0,72.3470364484976
Afghanistan,2021-03-14,2862.0,39559326,Asia,43785.0,48275.0,0.0,0.0,1220.0,72.3470364484976
Afghanistan,2021-03-15,2862.0,39559326,Asia,46647.0,51138.0,0.0,0.0,1293.0,72.3470364484976
Afghanistan,2021-03-16,2862.0,39559326,Asia,49509.0,54000.0,0.0,0.0,1365.0,72.3470364484976
Albania,2021-01-10,0.0,2875512,Europe,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2021-01-11,64.0,2875512,Europe,64.0,64.0,0.0,0.0,22.0,22.256905900584
Albania,2021-01-12,64.0,2875512,Europe,128.0,128.0,0.0,0.0,45.0,22.256905900584
Albania,2021-01-13,63.0,2875512,Europe,191.0,188.0,0.0,0.0,65.0,21.9091417458873
Albania,2021-01-14,66.0,2875512,Europe,257.0,266.0,0.0,0.0,93.0,22.9524342099772
Albania,2021-01-15,62.0,2875512,Europe,319.0,308.0,0.0,0.0,107.0,21.5613775911907
Albania,2021-01-16,62.0,2875512,Europe,381.0,369.0,0.0,0.0,128.0,21.5613775911907
Albania,2021-01-17,58.0,2875512,Europe,439.0,405.0,0.0,0.0,141.0,20.1703209724042
Albania,2021-01-18,55.0,2875512,Europe,494.0,447.0,0.0,0.0,155.0,19.1270285083143
Albania,2021-01-19,51.0,2875512,Europe,545.0,483.0,0.0,0.0,168.0,17.7359718895278
Albania,2021-01-20,47.0,2875512,Europe,592.0,519.0,0.0,0.0,180.0,16.3449152707413
Albania,2021-01-21,40.0,2875512,Europe,632.0,534.0,0.0,0.0,186.0,13.910566187865
Albania,2021-01-22,34.0,2875512,Europe,666.0,542.0,0.0,0.0,188.0,11.8239812596852
Albania,2021-01-23,26.0,2875512,Europe,692.0,545.0,0.0,0.0,189.0,9.04186802211223
Albania,2021-01-24,21.0,2875512,Europe,713.0,547.0,0.0,0.0,190.0,7.30304724862911
Albania,2021-01-25,15.0,2875512,Europe,728.0,548.0,0.0,0.0,190.0,5.21646232044937
Albania,2021-01-26,9.0,2875512,Europe,737.0,548.0,0.0,0.0,190.0,3.12987739226962
Albania,2021-01-27,4.0,2875512,Europe,741.0,548.0,0.0,0.0,190.0,1.3910566187865
Albania,2021-01-28,0.0,2875512,Europe,741.0,548.0,0.0,0.0,190.0,0.0
Albania,2021-01-29,0.0,2875512,Europe,741.0,548.0,0.0,0.0,190.0,0.0
Albania,2021-01-30,0.0,2875512,Europe,741.0,548.0,0.0,0.0,190.0,0.0
Albania,2021-01-31,0.0,2875512,Europe,741.0,548.0,0.0,0.0,190.0,0.0
Albania,2021-02-01,0.0,2875512,Europe,741.0,548.0,0.0,0.0,190.0,0.0
Albania,2021-02-02,0.0,2875512,Europe,741.0,549.0,1.0,0.0,191.0,0.0
Albania,2021-02-03,12.0,2875512,Europe,753.0,569.0,63.0,22.0,198.0,4.17316985635949
Albania,2021-02-04,24.0,2875512,Europe,777.0,589.0,126.0,44.0,205.0,8.34633971271899
Albania,2021-02-05,35.0,2875512,Europe,812.0,609.0,188.0,65.0,212.0,12.1717454143819
Albania,2021-02-06,47.0,2875512,Europe,859.0,629.0,251.0,87.0,219.0,16.3449152707413
Albania,2021-02-07,59.0,2875512,Europe,918.0,649.0,313.0,109.0,226.0,20.5180851271008
Albania,2021-02-08,71.0,2875512,Europe,989.0,669.0,376.0,131.0,233.0,24.6912549834603
Albania,2021-02-09,82.0,2875512,Europe,1071.0,689.0,438.0,152.0,240.0,28.5166606851232
Albania,2021-02-10,81.0,2875512,Europe,1152.0,739.0,460.0,160.0,257.0,28.1688965304266
Albania,2021-02-11,79.0,2875512,Europe,1231.0,789.0,481.0,167.0,274.0,27.4733682210333
Albania,2021-02-12,78.0,2875512,Europe,1309.0,839.0,503.0,175.0,292.0,27.1256040663367
Albania,2021-02-13,76.0,2875512,Europe,1385.0,890.0,524.0,182.0,309.0,26.4300757569435
Albania,2021-02-14,75.0,2875512,Europe,1460.0,940.0,546.0,190.0,327.0,26.0823116022468
Albania,2021-02-15,73.0,2875512,Europe,1533.0,990.0,568.0,197.0,344.0,25.3867832928536
Albania,2021-02-16,72.0,2875512,Europe,1605.0,1040.0,589.0,205.0,362.0,25.039019138157
Albania,2021-02-17,72.0,2875512,Europe,1677.0,1090.0,600.0,209.0,379.0,25.039019138157
Albania,2021-02-18,254.0,2875512,Europe,1931.0,2438.0,611.0,212.0,848.0,88.3320952929426
Albania,2021-02-19,405.0,2875512,Europe,2336.0,3347.0,622.0,216.0,1164.0,140.844482652133
Albania,2021-02-20,516.0,2875512,Europe,2852.0,4256.0,633.0,220.0,1480.0,179.446303823458
Albania,2021-02-21,627.0,2875512,Europe,3479.0,5164.0,644.0,224.0,1796.0,218.048124994784
Albania,2021-02-22,739.0,2875512,Europe,4218.0,5619.0,650.0,225.0,1954.0,256.997710320805
Albania,2021-02-23,891.0,2875512,Europe,5109.0,5846.0,652.0,226.0,2033.0,309.857861834692
Albania,2021-02-24,1043.0,2875512,Europe,6152.0,5959.0,653.0,227.0,2072.0,362.718013348579
Albania,2021-02-25,1012.0,2875512,Europe,7164.0,6016.0,654.0,228.0,2092.0,351.937324552984
Albania,2021-02-26,1000.0,2875512,Europe,8164.0,6045.0,654.0,228.0,2102.0,347.764154696624
Albania,2021-02-27,1027.0,2875512,Europe,9191.0,6059.0,654.0,228.0,2107.0,357.153786873433
Albania,2021-02-28,1054.0,2875512,Europe,10245.0,6066.0,654.0,228.0,2108.0,366.543419050242
Albania,2021-03-01,1081.0,2875512,Europe,11326.0,6069.0,654.0,228.0,2110.0,375.933051227051
Albania,2021-03-02,1026.0,2875512,Europe,12352.0,6071.0,654.0,228.0,2111.0,356.806022718737
Albania,2021-03-03,971.0,2875512,Europe,13323.0,6072.0,654.0,228.0,2112.0,337.678994210422
Albania,2021-03-04,927.0,2875512,Europe,14250.0,6072.0,654.0,228.0,2112.0,322.377371403771
Albania,2021-03-05,897.0,2875512,Europe,15147.0,6072.0,654.0,228.0,2112.0,311.944446762872
Albania,2021-03-06,867.0,2875512,Europe,16014.0,6072.0,654.0,228.0,2112.0,301.511522121973
Albania,2021-03-07,838.0,2875512,Europe,16852.0,6072.0,654.0,228.0,2112.0,291.426361635771
Albania,2021-03-08,808.0,2875512,Europe,17660.0,6072.0,654.0,228.0,2112.0,280.993436994873
Albania,2021-03-09,820.0,2875512,Europe,18480.0,6072.0,654.0,228.0,2112.0,285.166606851232
Albania,2021-03-10,831.0,2875512,Europe,19311.0,6072.0,654.0,228.0,2112.0,288.992012552895
Albania,2021-03-11,857.0,2875512,Europe,20168.0,6072.0,654.0,228.0,2112.0,298.033880575007
Albania,2021-03-12,883.0,2875512,Europe,21051.0,6072.0,654.0,228.0,2112.0,307.075748597119
Albania,2021-03-13,1042.0,2875512,Europe,22093.0,6072.0,654.0,228.0,2112.0,362.370249193883
Albania,2021-03-14,1201.0,2875512,Europe,23294.0,6072.0,654.0,228.0,2112.0,417.664749790646
Albania,2021-03-15,1361.0,2875512,Europe,24655.0,6072.0,654.0,228.0,2112.0,473.307014542106
Albania,2021-03-16,1520.0,2875512,Europe,26175.0,6072.0,654.0,228.0,2112.0,528.601515138869
Albania,2021-03-17,1679.0,2875512,Europe,27854.0,6072.0,654.0,228.0,2112.0,583.896015735633
Albania,2021-03-18,1960.0,2875512,Europe,29814.0,6072.0,654.0,228.0,2112.0,681.617743205384
Albania,2021-03-19,2240.0,2875512,Europe,32054.0,6072.0,654.0,228.0,2112.0,778.991706520439
Albania,2021-03-20,2386.0,2875512,Europe,34440.0,6072.0,654.0,228.0,2112.0,829.765273106146
Albania,2021-03-21,2533.0,2875512,Europe,36973.0,6072.0,654.0,228.0,2112.0,880.88660384655
Albania,2021-03-22,2679.0,2875512,Europe,39652.0,6073.0,655.0,228.0,2112.0,931.660170432257
Algeria,2021-01-29,0.0,44422164,Africa,31291.5,0.0,0.0,0.0,0.0,0.0
Algeria,2021-01-30,30.0,44422164,Africa,31321.5,0.0,0.0,0.0,0.0,0.675338553970491
Algeria,2021-01-31,1889.0,44422164,Africa,33210.5,0.0,0.0,0.0,0.0,42.5238176150086
Algeria,2021-02-01,2509.0,44422164,Africa,35719.5,0.0,0.0,0.0,0.0,56.4808143970654
Algeria,2021-02-02,2819.0,44422164,Africa,38538.5,0.0,0.0,0.0,0.0,63.4593127880938
Algeria,2021-02-03,3005.0,44422164,Africa,41543.5,0.0,0.0,0.0,0.0,67.6464118227108
Algeria,2021-02-04,3129.0,44422164,Africa,44672.5,0.0,0.0,0.0,0.0,70.4378111791222
Algeria,2021-02-05,3217.0,44422164,Africa,47889.5,0.0,0.0,0.0,0.0,72.418804270769
Algeria,2021-02-06,3748.0,44422164,Africa,51637.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-07,3748.0,44422164,Africa,55385.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-08,3748.0,44422164,Africa,59133.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-09,3748.0,44422164,Africa,62881.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-10,3748.0,44422164,Africa,66629.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-11,3748.0,44422164,Africa,70377.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-12,3748.0,44422164,Africa,74125.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-13,3748.0,44422164,Africa,77873.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-14,3748.0,44422164,Africa,81621.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-15,3748.0,44422164,Africa,85369.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-16,3748.0,44422164,Africa,89117.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-17,3748.0,44422164,Africa,92865.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-18,3748.0,44422164,Africa,96613.5,0.0,0.0,0.0,0.0,84.3722966760467
Algeria,2021-02-19,3748.0,44422164,Africa,100361.5,0.0,0.0,0.0,0.0,84.3722966760467
Andorra,2021-01-25,3025.33333333333,77355,Europe,61710.0,576.0,0.0,0.0,7446.0,39109.7321871027
Andorra,2021-01-26,66.0,77355,Europe,61776.0,642.0,0.0,0.0,8296.0,853.209230172581
Andorra,2021-01-27,66.0,77355,Europe,61842.0,707.0,0.0,0.0,9145.0,853.209230172581
Andorra,2021-01-28,66.0,77355,Europe,61908.0,773.0,0.0,0.0,9995.0,853.209230172581
Andorra,2021-01-29,66.0,77355,Europe,61974.0,839.0,0.0,0.0,10844.0,853.209230172581
Andorra,2021-01-30,66.0,77355,Europe,62040.0,905.0,0.0,0.0,11694.0,853.209230172581
Andorra,2021-01-31,66.0,77355,Europe,62106.0,970.0,0.0,0.0,12543.0,853.209230172581
Andorra,2021-02-01,66.0,77355,Europe,62172.0,1036.0,0.0,0.0,13393.0,853.209230172581
Andorra,2021-02-02,60.0,77355,Europe,62232.0,1064.0,0.0,0.0,13759.0,775.644754702346
Andorra,2021-02-03,55.0,77355,Europe,62287.0,1093.0,0.0,0.0,14125.0,711.007691810484
Andorra,2021-02-04,50.0,77355,Europe,62337.0,1121.0,0.0,0.0,14492.0,646.370628918622
Andorra,2021-02-05,44.0,77355,Europe,62381.0,1149.0,0.0,0.0,14858.0,568.806153448387
Andorra,2021-02-06,39.0,77355,Europe,62420.0,1178.0,0.0,0.0,15224.0,504.169090556525
Andorra,2021-02-07,34.0,77355,Europe,62454.0,1206.0,0.0,0.0,15590.0,439.532027664663
Andorra,2021-02-08,28.0,77355,Europe,62482.0,1234.0,0.0,0.0,15957.0,361.967552194428
Andorra,2021-02-09,28.0,77355,Europe,62510.0,1263.0,0.0,0.0,16323.0,361.967552194428
Andorra,2021-02-10,28.0,77355,Europe,62538.0,1291.0,0.0,0.0,16689.0,361.967552194428
Andorra,2021-02-11,48.0,77355,Europe,62586.0,1456.0,0.0,0.0,18829.0,620.515803761877
Andorra,2021-02-12,68.0,77355,Europe,62654.0,1622.0,0.0,0.0,20968.0,879.064055329326
Andorra,2021-02-13,74.0,77355,Europe,62728.0,1696.0,0.0,0.0,21927.0,956.628530799561
Andorra,2021-02-14,81.0,77355,Europe,62809.0,1770.0,0.0,0.0,22885.0,1047.12041884817
Andorra,2021-02-15,87.0,77355,Europe,62896.0,1844.0,0.0,0.0,23844.0,1124.6848943184
Andorra,2021-02-16,94.0,77355,Europe,62990.0,1919.0,0.0,0.0,24802.0,1215.17678236701
Andorra,2021-02-17,100.0,77355,Europe,63090.0,1993.0,0.0,0.0,25761.0,1292.74125783724
Andorra,2021-02-18,87.0,77355,Europe,63177.0,2067.0,0.0,0.0,26719.0,1124.6848943184
Andorra,2021-02-19,74.0,77355,Europe,63251.0,2141.0,0.0,0.0,27678.0,956.628530799561
Andorra,2021-02-20,71.0,77355,Europe,63322.0,2191.0,0.0,0.0,28321.0,917.846293064443
Andorra,2021-02-21,67.0,77355,Europe,63389.0,2241.0,0.0,0.0,28965.0,866.136642750953
Andorra,2021-02-22,64.0,77355,Europe,63453.0,2290.0,0.0,0.0,29609.0,827.354405015836
Andorra,2021-02-23,60.0,77355,Europe,63513.0,2340.0,0.0,0.0,30253.0,775.644754702346
Andorra,2021-02-24,57.0,77355,Europe,63570.0,2390.0,0.0,0.0,30897.0,736.862516967229
Andorra,2021-02-25,56.0,77355,Europe,63626.0,2394.0,0.0,0.0,30949.0,723.935104388857
Andorra,2021-02-26,55.0,77355,Europe,63681.0,2398.0,0.0,0.0,31002.0,711.007691810484
Andorra,2021-02-27,63.0,77355,Europe,63744.0,2402.0,0.0,0.0,31055.0,814.426992437464
Andorra,2021-02-28,72.0,77355,Europe,63816.0,2406.0,0.0,0.0,31108.0,930.773705642816
Andorra,2021-03-01,80.0,77355,Europe,63896.0,2410.0,0.0,0.0,31160.0,1034.1930062698
Andorra,2021-03-02,89.0,77355,Europe,63985.0,2414.0,0.0,0.0,31213.0,1150.53971947515
Andorra,2021-03-03,97.0,77355,Europe,64082.0,2419.0,0.0,0.0,31266.0,1253.95902010213
Andorra,2021-03-04,103.0,77355,Europe,64185.0,2423.0,0.0,0.0,31319.0,1331.52349557236
Andorra,2021-03-05,108.0,77355,Europe,64293.0,2427.0,0.0,0.0,31372.0,1396.16055846422
Andorra,2021-03-06,108.0,77355,Europe,64401.0,2431.0,0.0,0.0,31424.0,1396.16055846422
Andorra,2021-03-07,108.0,77355,Europe,64509.0,2435.0,0.0,0.0,31477.0,1396.16055846422
Andorra,2021-03-08,108.0,77355,Europe,64617.0,2439.0,0.0,0.0,31530.0,1396.16055846422
Andorra,2021-03-09,186.0,77355,Europe,64803.0,3044.0,0.0,0.0,39358.0,2404.49873957727
Andorra,2021-03-10,264.0,77355,Europe,65067.0,3650.0,0.0,0.0,47185.0,3412.83692069032
Angola,2021-03-05,89.5,33598981,Africa,123834.25,0.0,0.0,0.0,0.0,2.66377126139629
Angola,2021-03-06,2056.0,33598981,Africa,125890.25,2056.0,0.0,0.0,61.0,61.1923319936399
Angola,2021-03-07,2056.0,33598981,Africa,127946.25,4113.0,0.0,0.0,122.0,61.1923319936399
Angola,2021-03-08,2056.0,33598981,Africa,130002.25,6169.0,0.0,0.0,184.0,61.1923319936399
Angola,2021-03-09,2613.0,33598981,Africa,132615.25,10452.0,0.0,0.0,311.0,77.7702157098157
Angola,2021-03-10,2947.0,33598981,Africa,135562.25,14735.0,0.0,0.0,439.0,87.7109933780432
Angola,2021-03-11,3170.0,33598981,Africa,138732.25,19018.0,0.0,0.0,566.0,94.3480994259915
Angola,2021-03-12,3329.0,33598981,Africa,142061.25,23301.0,0.0,0.0,694.0,99.0803858009861
Angola,2021-03-13,3647.0,33598981,Africa,145708.25,27584.0,0.0,0.0,821.0,108.544958550975
Angola,2021-03-14,3965.0,33598981,Africa,149673.25,31868.0,0.0,0.0,948.0,118.009531300964
Angola,2021-03-15,4283.0,33598981,Africa,153956.25,36151.0,0.0,0.0,1076.0,127.474104050953
Angola,2021-03-16,4283.0,33598981,Africa,158239.25,40434.0,0.0,0.0,1203.0,127.474104050953
Angola,2021-03-17,4283.0,33598981,Africa,162522.25,44717.0,0.0,0.0,1331.0,127.474104050953
Angola,2021-03-18,4283.0,33598981,Africa,166805.25,49000.0,0.0,0.0,1458.0,127.474104050953
Anguilla,2021-02-04,8312.0,15100,North America,178715.5,0.0,0.0,0.0,0.0,550463.57615894
Anguilla,2021-02-05,149.0,15100,North America,178864.5,149.0,0.0,0.0,9868.0,9867.54966887417
Anguilla,2021-02-06,149.0,15100,North America,179013.5,298.0,0.0,0.0,19735.0,9867.54966887417
Anguilla,2021-02-07,149.0,15100,North America,179162.5,447.0,0.0,0.0,29603.0,9867.54966887417
Anguilla,2021-02-08,149.0,15100,North America,179311.5,596.0,0.0,0.0,39470.0,9867.54966887417
Anguilla,2021-02-09,149.0,15100,North America,179460.5,745.0,0.0,0.0,49338.0,9867.54966887417
Anguilla,2021-02-10,149.0,15100,North America,179609.5,894.0,0.0,0.0,59205.0,9867.54966887417
Anguilla,2021-02-11,149.0,15100,North America,179758.5,1043.0,0.0,0.0,69073.0,9867.54966887417
Anguilla,2021-02-12,149.0,15100,North America,179907.5,1192.0,0.0,0.0,78940.0,9867.54966887417
Anguilla,2021-02-13,149.0,15100,North America,180056.5,1341.0,0.0,0.0,88808.0,9867.54966887417
Anguilla,2021-02-14,331.0,15100,North America,180387.5,2762.0,0.0,0.0,182914.0,21920.5298013245
Anguilla,2021-02-15,323.0,15100,North America,180710.5,2859.0,0.0,0.0,189354.0,21390.7284768212
Anguilla,2021-02-16,316.0,15100,North America,181026.5,2956.0,0.0,0.0,195795.0,20927.1523178808
Anguilla,2021-02-17,309.0,15100,North America,181335.5,3054.0,0.0,0.0,202235.0,20463.5761589404
Anguilla,2021-02-18,301.0,15100,North America,181636.5,3151.0,0.0,0.0,208675.0,19933.7748344371
Anguilla,2021-02-19,294.0,15100,North America,181930.5,3248.0,0.0,0.0,215116.0,19470.1986754967
Anguilla,2021-02-20,286.0,15100,North America,182216.5,3346.0,0.0,0.0,221556.0,18940.3973509934
Anguilla,2021-02-21,97.0,15100,North America,182313.5,3443.0,0.0,0.0,227997.0,6423.84105960265
Anguilla,2021-02-22,97.0,15100,North America,182410.5,3540.0,0.0,0.0,234437.0,6423.84105960265
Anguilla,2021-02-23,97.0,15100,North America,182507.5,3637.0,0.0,0.0,240877.0,6423.84105960265
Anguilla,2021-02-24,97.0,15100,North America,182604.5,3734.0,0.0,0.0,247318.0,6423.84105960265
Anguilla,2021-02-25,97.0,15100,North America,182701.5,3832.0,0.0,0.0,253758.0,6423.84105960265
Anguilla,2021-02-26,97.0,15100,North America,182798.5,3929.0,0.0,0.0,260199.0,6423.84105960265
Anguilla,2021-02-27,94.0,15100,North America,182892.5,4000.0,0.0,0.0,264927.0,6225.16556291391
Anguilla,2021-02-28,90.0,15100,North America,182982.5,4072.0,0.0,0.0,269656.0,5960.26490066225
Anguilla,2021-03-01,86.0,15100,North America,183068.5,4143.0,0.0,0.0,274384.0,5695.3642384106
Anguilla,2021-03-02,82.0,15100,North America,183150.5,4215.0,0.0,0.0,279113.0,5430.46357615894
Anguilla,2021-03-03,79.0,15100,North America,183229.5,4286.0,0.0,0.0,283841.0,5231.7880794702
Anguilla,2021-03-04,75.0,15100,North America,183304.5,4357.0,0.0,0.0,288570.0,4966.88741721854
Anguilla,2021-03-05,71.0,15100,North America,183375.5,4429.0,0.0,0.0,293298.0,4701.98675496689
Anguilla,2021-03-06,71.0,15100,North America,183446.5,4500.0,0.0,0.0,298026.0,4701.98675496689
Anguilla,2021-03-07,71.0,15100,North America,183517.5,4572.0,0.0,0.0,302755.0,4701.98675496689
Anguilla,2021-03-08,71.0,15100,North America,183588.5,4643.0,0.0,0.0,307483.0,4701.98675496689
Anguilla,2021-03-09,71.0,15100,North America,183659.5,4714.0,0.0,0.0,312212.0,4701.98675496689
Anguilla,2021-03-10,71.0,15100,North America,183730.5,4786.0,0.0,0.0,316940.0,4701.98675496689
Anguilla,2021-03-11,71.0,15100,North America,183801.5,4857.0,0.0,0.0,321669.0,4701.98675496689
Anguilla,2021-03-12,71.0,15100,North America,183872.5,4929.0,0.0,0.0,326397.0,4701.98675496689
Anguilla,2021-03-13,71.0,15100,North America,183943.5,5000.0,0.0,0.0,331126.0,4701.98675496689
Anguilla,2021-03-14,69.0,15100,North America,184012.5,5058.0,0.0,0.0,334967.0,4569.53642384106
Anguilla,2021-03-15,68.0,15100,North America,184080.5,5116.0,0.0,0.0,338808.0,4503.31125827815
Anguilla,2021-03-16,66.0,15100,North America,184146.5,5174.0,0.0,0.0,342649.0,4370.86092715232
Anguilla,2021-03-17,64.0,15100,North America,184210.5,5232.0,0.0,0.0,346490.0,4238.41059602649
Anguilla,2021-03-18,62.0,15100,North America,184272.5,5290.0,0.0,0.0,350331.0,4105.96026490066
Anguilla,2021-03-19,60.0,15100,North America,184332.5,5348.0,0.0,0.0,354172.0,3973.50993377483
Antigua and Barbuda,2021-02-16,7157.5,98516,North America,341810.25,0.0,0.0,0.0,0.0,72653.1730886353
Antigua and Barbuda,2021-02-17,895.0,98516,North America,342705.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-18,895.0,98516,North America,343600.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-19,895.0,98516,North America,344495.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-20,895.0,98516,North America,345390.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-21,895.0,98516,North America,346285.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-22,895.0,98516,North America,347180.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-23,895.0,98516,North America,348075.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-24,895.0,98516,North America,348970.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-25,895.0,98516,North America,349865.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-26,895.0,98516,North America,350760.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-27,895.0,98516,North America,351655.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-02-28,895.0,98516,North America,352550.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-01,895.0,98516,North America,353445.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-02,895.0,98516,North America,354340.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-03,895.0,98516,North America,355235.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-04,895.0,98516,North America,356130.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-05,895.0,98516,North America,357025.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-06,895.0,98516,North America,357920.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-07,895.0,98516,North America,358815.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-08,895.0,98516,North America,359710.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-09,895.0,98516,North America,360605.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-10,895.0,98516,North America,361500.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-11,895.0,98516,North America,362395.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-12,895.0,98516,North America,363290.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-13,895.0,98516,North America,364185.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-14,895.0,98516,North America,365080.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-15,895.0,98516,North America,365975.25,0.0,0.0,0.0,0.0,9084.81870965122
Antigua and Barbuda,2021-03-16,821.0,98516,North America,366796.25,0.0,0.0,0.0,0.0,8333.67168784766
Antigua and Barbuda,2021-03-17,747.0,98516,North America,367543.25,0.0,0.0,0.0,0.0,7582.52466604409
Antigua and Barbuda,2021-03-18,674.0,98516,North America,368217.25,0.0,0.0,0.0,0.0,6841.52827967031
Antigua and Barbuda,2021-03-19,600.0,98516,North America,368817.25,0.0,0.0,0.0,0.0,6090.38125786674
Argentina,2020-12-29,0.0,45496119,South America,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2020-12-30,15656.0,45496119,South America,15656.0,0.0,0.0,0.0,0.0,344.117264156092
Argentina,2020-12-31,15656.0,45496119,South America,31312.0,0.0,0.0,0.0,0.0,344.117264156092
Argentina,2021-01-01,11070.0,45496119,South America,42382.0,0.0,0.0,0.0,0.0,243.31745747368
Argentina,2021-01-02,8776.0,45496119,South America,51158.0,0.0,0.0,0.0,0.0,192.895574235684
Argentina,2021-01-03,7400.0,45496119,South America,58558.0,0.0,0.0,0.0,0.0,162.651236251602
