date,continent,people_fully_vaccinated,people_fully_vaccinated_per_million,people_vaccinated,daily_vaccinations,daily_vaccinated_per_million,people_vaccinated_per_million
2021-01-30,North America,5542954.0,1962173.0,26266100.0,1322722.0,205426.0,26502007.0
2021-01-30,South America,381172.0,18477.0,7975781.0,278202.0,9026.0,376879.0
2021-01-31,Africa,67428.0,682556.0,717804.0,46996.0,22816.0,3027867.0
2021-01-31,Asia,3130107.0,335812.0,23400938.0,771464.0,39649.0,1657692.0
2021-01-31,Europe,5951374.0,22991523.0,43544432.0,1520699.0,1042651.0,51866939.0
2021-01-31,North America,5947185.0,2067927.0,28487994.0,1353536.0,210555.0,27008118.0
2021-01-31,South America,398006.0,19085.0,8639562.0,284858.0,9061.0,425364.0
2021-02-01,Africa,67428.0,682556.0,756793.0,52190.0,23063.0,3231347.0
2021-02-01,Asia,3806774.0,400776.0,25149839.0,774936.0,39991.0,1789973.0
2021-02-01,Europe,6378327.0,23712290.0,43826790.0,1544361.0,1042743.0,52798856.0
2021-02-01,North America,6241868.0,2332645.0,29475430.0,1367371.0,213119.0,30859157.0
2021-02-01,South America,410483.0,19629.0,9197652.0,288186.0,9078.0,445263.0
2021-02-02,Africa,67428.0,682556.0,776288.0,52794.0,23186.0,3333088.0
2021-02-02,Asia,4049567.0,435951.0,26206346.0,776672.0,40162.0,1849235.0
2021-02-02,Europe,6591804.0,24072673.0,43967969.0,1567615.0,1042790.0,53264814.0
2021-02-02,North America,6423554.0,2669968.0,30105591.0,1374288.0,214401.0,32835570.0
2021-02-02,South America,422960.0,20172.0,9593773.0,289850.0,9086.0,466209.0
2021-02-03,Africa,67428.0,682556.0,795783.0,53095.0,23248.0,3434828.0
2021-02-03,Asia,4297450.0,468492.0,27245732.0,777540.0,40247.0,1908497.0
2021-02-03,Europe,6805280.0,24252865.0,44109148.0,1632522.0,1042813.0,53497793.0
2021-02-03,North America,6835056.0,2903610.0,31065095.0,1377747.0,215042.0,34574885.0
2021-02-03,South America,476456.0,22540.0,10058043.0,291514.0,9091.0,486351.0
2021-02-04,Africa,67428.0,682556.0,845157.0,53246.0,23279.0,4161414.0
2021-02-04,Asia,4481775.0,513039.0,28858800.0,777974.0,40290.0,2005714.0
2021-02-04,Europe,6860094.0,24342961.0,45131214.0,1673608.0,1042824.0,53614283.0
2021-02-04,North America,7306378.0,3137252.0,31658399.0,1379477.0,215363.0,36314200.0
2021-02-04,South America,507149.0,23688.0,10522313.0,296121.0,9093.0,506494.0
2021-02-05,Africa,67428.0,682556.0,869844.0,53397.0,23294.0,4213739.0
2021-02-05,Asia,4573937.0,528407.0,30855384.0,778191.0,40311.0,2107704.0
2021-02-05,Europe,6887500.0,24388009.0,46927022.0,1677451.0,1042830.0,53672528.0
2021-02-05,North America,8021939.0,3647076.0,32659574.0,1380341.0,215523.0,40266190.0
2021-02-05,South America,522496.0,24262.0,12028569.0,298425.0,9094.0,544681.0
2021-02-06,Africa,67429.0,682556.0,894531.0,54411.0,23302.0,4266064.0
2021-02-06,Asia,4620018.0,536091.0,31271200.0,778299.0,40322.0,2158700.0
2021-02-06,Europe,6901203.0,24410533.0,49144387.0,1679372.0,1042833.0,53701650.0
2021-02-06,North America,8751806.0,3901988.0,33660748.0,1381206.0,215603.0,42242185.0
2021-02-06,South America,537842.0,24837.0,12273239.0,300729.0,9094.0,582868.0
2021-02-07,Africa,78317.0,682556.0,937003.0,54907.0,23306.0,4290945.0
2021-02-07,Asia,4666099.0,543775.0,31479109.0,778353.0,40327.0,2184197.0
2021-02-07,Europe,6914907.0,24421795.0,50253070.0,1680333.0,1042834.0,53716211.0
2021-02-07,North America,9629926.0,4156900.0,36335261.0,1467326.0,215683.0,44218180.0
2021-02-07,South America,572967.0,26364.0,13602078.0,312005.0,9094.0,646380.0
2021-02-08,Africa,83761.0,682556.0,958239.0,55155.0,23307.0,4303385.0
2021-02-08,Asia,5172219.0,572529.0,31687017.0,778381.0,40330.0,2196946.0
2021-02-08,Europe,7894958.0,24427426.0,51361753.0,1680814.0,1042834.0,53730773.0
2021-02-08,North America,10158241.0,9818026.0,36987433.0,1494278.0,3881099.0,100719175.0
2021-02-08,South America,608988.0,27963.0,13830891.0,346371.0,9095.0,658031.0
2021-02-09,Africa,86483.0,682556.0,968857.0,55403.0,23308.0,4309605.0
2021-02-09,Asia,5478414.0,595015.0,33732151.0,778408.0,40331.0,2209695.0
2021-02-09,Europe,9404744.0,24430241.0,57273620.0,1681054.0,1042835.0,90000822.0
2021-02-09,North America,10333398.0,12648589.0,37639605.0,1521230.0,5713807.0,128969673.0
2021-02-09,South America,727859.0,33150.0,14059704.0,418041.0,10221.0,669682.0
2021-02-10,Africa,87844.0,682556.0,974166.0,64098.0,23309.0,4312715.0
2021-02-10,Asia,5753048.0,644489.0,34621511.0,782498.0,40332.0,2363727.0
2021-02-10,Europe,10016330.0,24431649.0,60229554.0,1681174.0,1042836.0,108135847.0
2021-02-10,North America,11159846.0,15479152.0,39470120.0,1586961.0,6630161.0,157220170.0
2021-02-10,South America,846730.0,34016.0,15864387.0,424608.0,10681.0,753208.0
2021-02-11,Africa,89205.0,682557.0,979475.0,73947.0,23310.0,4315825.0
2021-02-11,Asia,5893547.0,658601.0,35510872.0,786589.0,40332.0,2517759.0
2021-02-11,Europe,10322123.0,24432353.0,61707520.0,1681294.0,1042836.0,117203360.0
2021-02-11,North America,12050926.0,16904180.0,41675512.0,1630093.0,7088338.0,165617888.0
2021-02-11,South America,1081797.0,44768.0,16859290.0,431175.0,11309.0,798649.0
2021-02-12,Africa,120956.0,872271.0,1031001.0,102756.0,25001.0,4936434.0
2021-02-12,Asia,5963797.0,679466.0,35626051.0,811311.0,40332.0,2549455.0
2021-02-12,Europe,10475020.0,24432705.0,62446504.0,1704838.0,1042836.0,121737116.0
2021-02-12,North America,12917703.0,18329209.0,42164296.0,1689121.0,7317426.0,174015606.0
2021-02-12,South America,1180798.0,48612.0,17850184.0,464353.0,12031.0,844535.0
2021-02-13,Africa,152706.0,1061986.0,1056764.0,134483.0,27852.0,5557042.0
2021-02-13,Asia,5998922.0,689899.0,35683641.0,836033.0,40332.0,2565303.0
2021-02-13,Europe,10551468.0,24432881.0,62815996.0,1706496.0,1042836.0,124003994.0
2021-02-13,North America,14076661.0,20129000.0,44802240.0,1691271.0,7431971.0,178345909.0
2021-02-13,South America,1318286.0,53607.0,18793575.0,470770.0,12039.0,885948.0
2021-02-14,Africa,213174.0,1252612.0,1069645.0,151063.0,28116.0,5900447.0
2021-02-14,Asia,6016484.0,695115.0,35712436.0,864633.0,40332.0,2573227.0
2021-02-14,Europe,10627916.0,24432969.0,63000741.0,1707454.0,1042836.0,125137433.0
2021-02-14,North America,14553310.0,24105735.0,45053109.0,1697222.0,7489243.0,182676213.0
2021-02-14,South America,1351431.0,54808.0,19086551.0,473978.0,12042.0,899342.0
2021-02-15,Africa,273642.0,1347925.0,1082527.0,167642.0,28248.0,6072150.0
2021-02-15,Asia,6034047.0,700332.0,35726833.0,876630.0,40332.0,2581151.0
2021-02-15,Europe,11036760.0,24433013.0,63093114.0,1707932.0,1042836.0,125704153.0
