country,date,people_fully_vaccinated,people_vaccinated,daily_vaccinations,population,continent,cumsum_total_vaccination,people_fully_vaccinated_per_million,people_vaccinated_per_million,daily_vaccinated_per_million
Albania,2021-01-10,0,0,0,2875512,Europe,0,0,0,0
Albania,2021-01-11,0,0,64,2875512,Europe,64,0,0,22
Albania,2021-01-12,0,128,64,2875512,Europe,128,0,44,22
Albania,2021-01-13,0,188,63,2875512,Europe,191,0,65,21
Albania,2021-01-14,0,266,66,2875512,Europe,257,0,92,22
Albania,2021-01-15,0,308,62,2875512,Europe,319,0,107,21
Albania,2021-01-16,0,369,62,2875512,Europe,381,0,128,21
Albania,2021-01-17,0,405,58,2875512,Europe,439,0,140,20
Albania,2021-01-18,0,447,55,2875512,Europe,494,0,155,19
Albania,2021-01-19,0,483,51,2875512,Europe,545,0,167,17
Albania,2021-01-20,0,519,47,2875512,Europe,592,0,180,16
Albania,2021-01-21,0,534,40,2875512,Europe,632,0,185,13
Albania,2021-01-22,0,542,34,2875512,Europe,666,0,188,11
Albania,2021-01-23,0,545,26,2875512,Europe,692,0,189,9
Albania,2021-01-24,0,547,21,2875512,Europe,713,0,190,7
Albania,2021-01-25,0,548,15,2875512,Europe,728,0,190,5
Albania,2021-01-26,0,548,9,2875512,Europe,737,0,190,3
Albania,2021-01-27,0,548,4,2875512,Europe,741,0,190,1
Albania,2021-01-28,0,548,0,2875512,Europe,741,0,190,0
Albania,2021-01-29,0,548,0,2875512,Europe,741,0,190,0
Albania,2021-01-30,0,548,0,2875512,Europe,741,0,190,0
Albania,2021-01-31,0,548,0,2875512,Europe,741,0,190,0
Albania,2021-02-01,0,548,0,2875512,Europe,741,0,190,0
Albania,2021-02-02,0,548,0,2875512,Europe,741,0,190,0
Albania,2021-02-03,0,548,12,2875512,Europe,753,0,190,4
Albania,2021-02-04,0,548,24,2875512,Europe,777,0,190,8
Albania,2021-02-05,0,548,35,2875512,Europe,812,0,190,12
Albania,2021-02-06,0,548,47,2875512,Europe,859,0,190,16
Albania,2021-02-07,0,548,59,2875512,Europe,918,0,190,20
Albania,2021-02-08,1,549,71,2875512,Europe,989,0,190,24
Albania,2021-02-09,220,619,82,2875512,Europe,1071,76,215,28
Albania,2021-02-10,329,654,81,2875512,Europe,1152,114,227,28
Albania,2021-02-11,383,672,79,2875512,Europe,1231,133,233,27
Albania,2021-02-12,411,680,78,2875512,Europe,1309,142,236,27
Albania,2021-02-13,424,685,76,2875512,Europe,1385,147,238,26
Albania,2021-02-14,431,687,75,2875512,Europe,1460,149,238,26
Albania,2021-02-15,435,688,73,2875512,Europe,1533,151,239,25
Albania,2021-02-16,438,689,72,2875512,Europe,1605,152,239,25
Albania,2021-02-17,524,1090,72,2875512,Europe,1677,182,379,25
Albania,2021-02-18,568,1764,254,2875512,Europe,1931,197,613,88
Albania,2021-02-19,589,2101,405,2875512,Europe,2336,204,730,140
Albania,2021-02-20,600,2270,516,2875512,Europe,2852,208,789,179
Albania,2021-02-21,611,2438,627,2875512,Europe,3479,212,847,218
Albania,2021-02-22,633,4256,739,2875512,Europe,4218,220,1480,256
Albania,2021-02-23,644,5164,891,2875512,Europe,5109,223,1795,309
Albania,2021-02-24,650,5619,1043,2875512,Europe,6152,226,1954,362
Albania,2021-02-25,652,5846,1012,2875512,Europe,7164,226,2033,351
Albania,2021-02-26,653,5959,1000,2875512,Europe,8164,227,2072,347
Albania,2021-02-27,654,6073,1027,2875512,Europe,9191,227,2111,357
Albania,2021-02-28,654,79474,1054,2875512,Europe,10245,227,27638,366
Albania,2021-03-01,654,116174,1081,2875512,Europe,11326,227,40401,375
Albania,2021-03-02,654,134524,1026,2875512,Europe,12352,227,46782,356
Albania,2021-03-03,654,143699,971,2875512,Europe,13323,227,49973,337
Albania,2021-03-04,654,148287,927,2875512,Europe,14250,227,51568,322
Albania,2021-03-05,654,150580,897,2875512,Europe,15147,227,52366,311
Albania,2021-03-06,654,151727,867,2875512,Europe,16014,227,52765,301
Albania,2021-03-07,654,152301,838,2875512,Europe,16852,227,52964,291
Albania,2021-03-08,654,152587,808,2875512,Europe,17660,227,53064,280
Albania,2021-03-09,654,152731,820,2875512,Europe,18480,227,53114,285
Albania,2021-03-10,654,152803,831,2875512,Europe,19311,227,53139,288
Albania,2021-03-11,654,152838,857,2875512,Europe,20168,227,53151,298
Albania,2021-03-12,654,152856,883,2875512,Europe,21051,227,53157,307
Albania,2021-03-13,654,152865,1042,2875512,Europe,22093,227,53160,362
Albania,2021-03-14,654,152870,1201,2875512,Europe,23294,227,53162,417
Albania,2021-03-15,654,152874,1361,2875512,Europe,24655,227,53164,473
Albania,2021-03-16,654,304490,1520,2875512,Europe,26175,227,105890,528
Albania,2021-03-17,654,380298,1679,2875512,Europe,27854,227,132254,583
Albania,2021-03-18,654,418202,1960,2875512,Europe,29814,227,145435,681
Albania,2021-03-19,654,437154,2240,2875512,Europe,32054,227,152026,778
Albania,2021-03-20,654,446630,2386,2875512,Europe,34440,227,155321,829
Albania,2021-03-21,654,451368,2533,2875512,Europe,36973,227,156969,880
Albania,2021-03-22,655,456106,2679,2875512,Europe,39652,227,158617,931
Andorra,2021-01-25,0,576,3025,77355,Europe,61710,0,7446,39109
Andorra,2021-01-26,0,576,66,77355,Europe,61776,0,7446,853
Andorra,2021-01-27,0,576,66,77355,Europe,61842,0,7446,853
Andorra,2021-01-28,0,576,66,77355,Europe,61908,0,7446,853
Andorra,2021-01-29,0,576,66,77355,Europe,61974,0,7446,853
Andorra,2021-01-30,0,576,66,77355,Europe,62040,0,7446,853
Andorra,2021-01-31,0,576,66,77355,Europe,62106,0,7446,853
Andorra,2021-02-01,0,1036,66,77355,Europe,62172,0,13392,853
Andorra,2021-02-02,6368,20404,60,77355,Europe,62232,82321,263770,775
Andorra,2021-02-03,9551,30087,55,77355,Europe,62287,123469,388947,711
Andorra,2021-02-04,11143,34929,50,77355,Europe,62337,144050,451541,646
Andorra,2021-02-05,11939,37350,44,77355,Europe,62381,154340,482838,568
Andorra,2021-02-06,12337,38561,39,77355,Europe,62420,159485,498493,504
Andorra,2021-02-07,12536,39166,34,77355,Europe,62454,162058,506315,439
Andorra,2021-02-08,12735,39771,28,77355,Europe,62482,164630,514136,361
Andorra,2021-02-09,54028,60516,28,77355,Europe,62510,698442,782315,361
Andorra,2021-02-10,74674,70888,28,77355,Europe,62538,965341,916398,361
Andorra,2021-02-11,84997,76074,48,77355,Europe,62586,1098791,983439,620
Andorra,2021-02-12,90159,78667,68,77355,Europe,62654,1165522,1016960,879
Andorra,2021-02-13,92740,79964,74,77355,Europe,62728,1198888,1033727,956
Andorra,2021-02-14,94030,80612,81,77355,Europe,62809,1215564,1042104,1047
Andorra,2021-02-15,94675,80936,87,77355,Europe,62896,1223902,1046293,1124
Andorra,2021-02-16,95320,81260,94,77355,Europe,62990,1232240,1050481,1215
Andorra,2021-02-17,119466,94318,100,77355,Europe,63090,1544386,1219287,1292
Andorra,2021-02-18,120682,97123,87,77355,Europe,63177,1560106,1255549,1124
Andorra,2021-02-19,121290,98526,74,77355,Europe,63251,1567965,1273686,956
Andorra,2021-02-20,121594,99227,71,77355,Europe,63322,1571895,1282748,917
Andorra,2021-02-21,121898,99928,67,77355,Europe,63389,1575825,1291810,866
Andorra,2021-02-22,126966,109594,64,77355,Europe,63453,1641341,1416766,827
Andorra,2021-02-23,129500,114427,60,77355,Europe,63513,1674099,1479245,775
Andorra,2021-02-24,130766,116844,57,77355,Europe,63570,1690466,1510490,736
Andorra,2021-02-25,131400,118052,56,77355,Europe,63626,1698662,1526106,723
Andorra,2021-02-26,131717,118656,55,77355,Europe,63681,1702760,1533915,711
Andorra,2021-02-27,131875,119260,63,77355,Europe,63744,1704802,1541723,814
Andorra,2021-02-28,131954,208404,72,77355,Europe,63816,1705823,2694124,930
Andorra,2021-03-01,131994,252976,80,77355,Europe,63896,1706340,3270325,1034
Andorra,2021-03-02,132014,275262,89,77355,Europe,63985,1706599,3558425,1150
Andorra,2021-03-03,132024,286405,97,77355,Europe,64082,1706728,3702475,1253
Andorra,2021-03-04,132029,291977,103,77355,Europe,64185,1706793,3774507,1331
Andorra,2021-03-05,132031,294763,108,77355,Europe,64293,1706819,3810522,1396
Andorra,2021-03-06,132032,296156,108,77355,Europe,64401,1706832,3828530,1396
Andorra,2021-03-07,132032,296852,108,77355,Europe,64509,1706832,3837528,1396
Andorra,2021-03-08,132032,297200,108,77355,Europe,64617,1706832,3842027,1396
Andorra,2021-03-09,132033,297374,186,77355,Europe,64803,1706845,3844276,2404
Andorra,2021-03-10,132034,297548,264,77355,Europe,65067,1706857,3846525,3412
Argentina,2021-01-03,0,0,7400,45496119,South America,58558,0,0,162
Argentina,2021-01-07,0,0,8363,45496119,South America,89561,0,0,183
Argentina,2021-01-08,0,0,10519,45496119,South America,100080,0,0,231
Argentina,2021-01-09,0,0,11942,45496119,South America,112022,0,0,262
Argentina,2021-01-10,0,0,13365,45496119,South America,125387,0,0,293
Argentina,2021-01-11,0,0,14788,45496119,South America,140175,0,0,325
Argentina,2021-01-12,0,33283,14056,45496119,South America,154231,0,731,308
Argentina,2021-01-13,0,43219,13323,45496119,South America,167554,0,949,292
Argentina,2021-01-14,0,54059,13320,45496119,South America,180874,0,1188,292
Argentina,2021-01-15,0,65802,13317,45496119,South America,194191,0,1446,292
Argentina,2021-01-16,0,70226,12971,45496119,South America,207162,0,1543,285
Argentina,2021-01-17,0,73739,12624,45496119,South America,219786,0,1620,277
Argentina,2021-01-18,0,80642,12278,45496119,South America,232064,0,1772,269
Argentina,2021-01-19,0,96634,11932,45496119,South America,243996,0,2124,262
Argentina,2021-01-20,4394,243539,11586,45496119,South America,255582,96,5352,254
Argentina,2021-01-21,16352,249372,11704,45496119,South America,267286,359,5481,257
Argentina,2021-01-22,25146,254456,11263,45496119,South America,278549,552,5592,247
Argentina,2021-01-23,29188,258876,11124,45496119,South America,289673,641,5690,244
Argentina,2021-01-24,31987,260036,10342,45496119,South America,300015,703,5715,227
Argentina,2021-01-25,32264,260122,9046,45496119,South America,309061,709,5717,198
Argentina,2021-01-26,38911,266969,9626,45496119,South America,318687,855,5867,211
Argentina,2021-01-27,45710,272323,10014,45496119,South America,328701,1004,5985,220
Argentina,2021-01-28,51451,276548,8896,45496119,South America,337597,1130,6078,195
Argentina,2021-01-29,65583,278451,9205,45496119,South America,346802,1441,6120,202
Argentina,2021-01-30,75472,279737,11189,45496119,South America,357991,1658,6148,245
Argentina,2021-01-31,85361,281023,11299,45496119,South America,369290,1876,6176,248
Argentina,2021-02-01,89818,281300,11924,45496119,South America,381214,1974,6182,262
Argentina,2021-02-02,94274,281577,11475,45496119,South America,392689,2072,6189,252
Argentina,2021-02-03,112366,284196,11218,45496119,South America,403907,2469,6246,246
Argentina,2021-02-04,129334,290956,16574,45496119,South America,420481,2842,6395,364
Argentina,2021-02-05,146301,297717,16238,45496119,South America,436719,3215,6543,356
Argentina,2021-02-06,163882,307501,15000,45496119,South America,451719,3602,6758,329
Argentina,2021-02-07,181836,319316,18576,45496119,South America,470295,3996,7018,408
Argentina,2021-02-08,189264,322318,19390,45496119,South America,489685,4160,7084,426
Argentina,2021-02-09,190203,322975,18139,45496119,South America,507824,4180,7098,398
Argentina,2021-02-10,197531,337772,19820,45496119,South America,527644,4341,7424,435
Argentina,2021-02-11,210279,362649,18416,45496119,South America,546060,4621,7970,404
Argentina,2021-02-12,223609,368023,19133,45496119,South America,565193,4914,8089,420
Argentina,2021-02-13,234616,371629,19266,45496119,South America,584459,5156,8168,423
Argentina,2021-02-14,237483,372122,15493,45496119,South America,599952,5219,8179,340
Argentina,2021-02-15,237610,372181,14030,45496119,South America,613982,5222,8180,308
Argentina,2021-02-16,237916,373253,13999,45496119,South America,627981,5229,8204,307
Argentina,2021-02-17,238320,374002,11003,45496119,South America,638984,5238,8220,241
Argentina,2021-02-18,243184,392399,8951,45496119,South America,647935,5345,8624,196
Argentina,2021-02-19,253696,414958,11003,45496119,South America,658938,5576,9120,241
Argentina,2021-02-20,261534,445614,14415,45496119,South America,673353,5748,9794,316
Argentina,2021-02-21,263338,456929,15809,45496119,South America,689162,5788,10043,347
Argentina,2021-02-22,263412,458822,16063,45496119,South America,705225,5789,10084,353
Argentina,2021-02-23,264926,481689,19349,45496119,South America,724574,5823,10587,425
Argentina,2021-02-24,267061,513394,24019,45496119,South America,748593,5869,11284,527
Argentina,2021-02-25,271001,558831,27750,45496119,South America,776343,5956,12283,609
Argentina,2021-02-26,283280,620635,33609,45496119,South America,809952,6226,13641,738
Argentina,2021-02-27,290425,694470,39678,45496119,South America,849630,6383,15264,872
Argentina,2021-02-28,293432,731571,43534,45496119,South America,893164,6449,16079,956
Argentina,2021-03-01,293957,755212,46705,45496119,South America,939869,6461,16599,1026
Argentina,2021-03-02,302662,823446,54213,45496119,South America,994082,6652,18099,1191
Argentina,2021-03-03,306376,874916,57262,45496119,South America,1051344,6734,19230,1258
Argentina,2021-03-04,310766,941695,60376,45496119,South America,1111720,6830,20698,1327
Argentina,2021-03-05,318929,986100,64812,45496119,South America,1176532,7010,21674,1424
Argentina,2021-03-06,327092,1030504,65277,45496119,South America,1241809,7189,22650,1434
Argentina,2021-03-07,343204,1182874,71582,45496119,South America,1313391,7543,25999,1573
Argentina,2021-03-08,343701,1202998,71076,45496119,South America,1384467,7554,26441,1562
Argentina,2021-03-09,347170,1301787,74693,45496119,South America,1459160,7630,28613,1641
Argentina,2021-03-10,349454,1424984,84735,45496119,South America,1543895,7680,31321,1862
Argentina,2021-03-11,354519,1564555,95230,45496119,South America,1639125,7792,34388,2093
Argentina,2021-03-12,378662,1719543,105801,45496119,South America,1744926,8322,37795,2325
Argentina,2021-03-13,418625,1876113,121843,45496119,South America,1866769,9201,41236,2678
Argentina,2021-03-14,448733,1932696,122193,45496119,South America,1988962,9863,42480,2685
Argentina,2021-03-15,451311,1952883,122499,45496119,South America,2111461,9919,42924,2692
Argentina,2021-03-16,476833,2064529,127486,45496119,South America,2238947,10480,45378,2802
Argentina,2021-03-17,497987,2170116,127666,45496119,South America,2366613,10945,47698,2806
Argentina,2021-03-18,515904,2289249,126583,45496119,South America,2493196,11339,50317,2782
Argentina,2021-03-19,556505,2382859,120166,45496119,South America,2613362,12231,52374,2641
Argentina,2021-03-20,591438,2472426,109875,45496119,South America,2723237,12999,54343,2415
Argentina,2021-03-21,605348,2514480,105486,45496119,South America,2828723,13305,55268,2318
Argentina,2021-03-22,607390,2535054,105464,45496119,South America,2934187,13350,55720,2318
Austria,2021-01-03,0,4969,608,9043669,Europe,7386,0,549,67
Austria,2021-01-07,0,10614,807,9043669,Europe,9424,0,1173,89
Austria,2021-01-08,0,23500,2648,9043669,Europe,12072,0,2598,292
Austria,2021-01-09,0,27875,3272,9043669,Europe,15344,0,3082,361
Austria,2021-01-10,0,30065,3585,9043669,Europe,18929,0,3324,396
Austria,2021-01-11,0,35617,4362,9043669,Europe,23291,0,3938,482
Austria,2021-01-12,0,49861,6174,9043669,Europe,29465,0,5513,682
Austria,2021-01-13,0,64735,8181,9043669,Europe,37646,0,7158,904
Austria,2021-01-14,0,80955,10049,9043669,Europe,47695,0,8951,1111
Austria,2021-01-15,3,98549,10722,9043669,Europe,58417,0,10897,1185
Austria,2021-01-16,13,105155,11042,9043669,Europe,69459,1,11627,1220
Austria,2021-01-17,367,110406,11530,9043669,Europe,80989,40,12208,1274
Austria,2021-01-18,1246,120739,12338,9043669,Europe,93327,137,13350,1364
Austria,2021-01-19,2684,144710,13933,9043669,Europe,107260,296,16001,1540
Austria,2021-01-20,3963,166643,15124,9043669,Europe,122384,438,18426,1672
Austria,2021-01-21,4124,185790,15566,9043669,Europe,137950,456,20543,1721
Austria,2021-01-22,4705,196765,14703,9043669,Europe,152653,520,21757,1625
Austria,2021-01-23,4708,199850,14199,9043669,Europe,166852,520,22098,1570
Austria,2021-01-24,4710,201076,13573,9043669,Europe,180425,520,22233,1500
Austria,2021-01-25,4816,202429,12180,9043669,Europe,192605,532,22383,1346
Austria,2021-01-26,5701,209963,9753,9043669,Europe,202358,630,23216,1078
Austria,2021-01-27,6172,217355,7560,9043669,Europe,209918,682,24033,835
Austria,2021-01-28,8635,224436,6165,9043669,Europe,216083,954,24816,681
Austria,2021-01-29,18197,229707,6633,9043669,Europe,222716,2012,25399,733
Austria,2021-01-30,20516,231016,6711,9043669,Europe,229427,2268,25544,742
Austria,2021-01-31,21512,231366,6727,9043669,Europe,236154,2378,25583,743
Austria,2021-02-01,24478,232809,7149,9043669,Europe,243303,2706,25742,790
Austria,2021-02-02,38204,235882,8346,9043669,Europe,251649,4224,26082,922
Austria,2021-02-03,52445,239047,9709,9043669,Europe,261358,5799,26432,1073
Austria,2021-02-04,69243,241946,11160,9043669,Europe,272518,7656,26753,1234
Austria,2021-02-05,85635,245958,11956,9043669,Europe,284474,9469,27196,1322
Austria,2021-02-06,91710,248683,12694,9043669,Europe,297168,10140,27498,1403
Austria,2021-02-07,95975,249249,13192,9043669,Europe,310360,10612,27560,1458
Austria,2021-02-08,103444,251258,13916,9043669,Europe,324276,11438,27782,1538
Austria,2021-02-09,119454,254031,14200,9043669,Europe,338476,13208,28089,1570
Austria,2021-02-10,137313,257434,14751,9043669,Europe,353227,15183,28465,1631
Austria,2021-02-11,155952,262484,15321,9043669,Europe,368548,17244,29024,1694
Austria,2021-02-12,173869,270674,16136,9043669,Europe,384684,19225,29929,1784
Austria,2021-02-13,178812,275877,16328,9043669,Europe,401012,19772,30504,1805
Austria,2021-02-14,180262,276320,15908,9043669,Europe,416920,19932,30553,1759
Austria,2021-02-15,183389,280182,15553,9043669,Europe,432473,20278,30981,1719
Austria,2021-02-16,190742,287079,14905,9043669,Europe,447378,21091,31743,1648
Austria,2021-02-17,200223,296603,14583,9043669,Europe,461961,22139,32796,1612
Austria,2021-02-18,208107,308023,13956,9043669,Europe,475917,23011,34059,1543
Austria,2021-02-19,216389,320721,13224,9043669,Europe,489141,23927,35463,1462
Austria,2021-02-20,218199,331852,13623,9043669,Europe,502764,24127,36694,1506
Austria,2021-02-21,218632,337349,14200,9043669,Europe,516964,24175,37302,1570
Austria,2021-02-22,220405,342288,14160,9043669,Europe,531124,24371,37848,1565
Austria,2021-02-23,224759,352338,14182,9043669,Europe,545306,24852,38959,1568
Austria,2021-02-24,228125,368238,14220,9043669,Europe,559526,25224,40717,1572
Austria,2021-02-25,231555,384238,14238,9043669,Europe,573764,25604,42486,1574
Austria,2021-02-26,236128,407599,15231,9043669,Europe,588995,26109,45070,1684
Austria,2021-02-27,238058,430020,16861,9043669,Europe,605856,26323,47549,1864
Austria,2021-02-28,238466,439673,17451,9043669,Europe,623307,26368,48616,1929
Austria,2021-03-01,239255,447296,17694,9043669,Europe,641001,26455,49459,1956
Austria,2021-03-02,241494,469531,19133,9043669,Europe,660134,26703,51918,2115
Austria,2021-03-03,243767,494186,20227,9043669,Europe,680361,26954,54644,2236
Austria,2021-03-04,246448,517879,21219,9043669,Europe,701580,27250,57264,2346
Austria,2021-03-05,249235,550128,22234,9043669,Europe,723814,27559,60830,2458
Austria,2021-03-06,251635,574963,22646,9043669,Europe,746460,27824,63576,2504
Austria,2021-03-07,252260,586073,22885,9043669,Europe,769345,27893,64804,2530
Austria,2021-03-08,253609,595967,23289,9043669,Europe,792634,28042,65898,2575
Austria,2021-03-09,257030,620111,23731,9043669,Europe,816365,28420,68568,2624
Austria,2021-03-10,261376,643432,23836,9043669,Europe,840201,28901,71147,2635
Austria,2021-03-11,266630,681636,26277,9043669,Europe,866478,29482,75371,2905
Austria,2021-03-12,271830,732440,29272,9043669,Europe,895750,30057,80989,3236
Austria,2021-03-13,277270,776957,32518,9043669,Europe,928268,30659,85911,3595
Austria,2021-03-14,281319,802029,35002,9043669,Europe,963270,31106,88684,3870
Austria,2021-03-15,283537,819631,36227,9043669,Europe,999497,31351,90630,4005
Austria,2021-03-16,289468,840110,36062,9043669,Europe,1035559,32007,92894,3987
Austria,2021-03-17,296943,864129,36609,9043669,Europe,1072168,32834,95550,4048
Austria,2021-03-18,304480,889663,35125,9043669,Europe,1107293,33667,98374,3883
Austria,2021-03-19,311831,930209,33967,9043669,Europe,1141260,34480,102857,3755
Austria,2021-03-20,320662,965933,33195,9043669,Europe,1174455,35457,106807,3670
Austria,2021-03-21,324117,976948,31102,9043669,Europe,1205557,35839,108025,3439
Bahrain,2021-01-03,0,60689,1011,1743887,Asia,38146,0,34800,579
Bahrain,2021-01-07,0,72239,1942,1743887,Asia,43747,0,41424,1113
Bahrain,2021-01-08,0,78291,2706,1743887,Asia,46453,0,44894,1551
Bahrain,2021-01-09,0,84157,3437,1743887,Asia,49890,0,48258,1970
Bahrain,2021-01-10,0,89250,4080,1743887,Asia,53970,0,51178,2339
Bahrain,2021-01-11,0,92598,4427,1743887,Asia,58397,0,53098,2538
Bahrain,2021-01-12,0,97776,4840,1743887,Asia,63237,0,56067,2775
Bahrain,2021-01-13,0,101363,5288,1743887,Asia,68525,0,58124,3032
Bahrain,2021-01-14,0,109566,5852,1743887,Asia,74377,0,62828,3355
Bahrain,2021-01-15,3320,122819,6089,1743887,Asia,80466,1903,70428,3491
Bahrain,2021-01-16,3609,137159,6353,1743887,Asia,86819,2069,78651,3643
Bahrain,2021-01-17,3913,141563,6727,1743887,Asia,93546,2243,81176,3857
Bahrain,2021-01-18,4064,142831,7350,1743887,Asia,100896,2330,81903,4214
Bahrain,2021-01-19,4140,143596,7712,1743887,Asia,108608,2374,82342,4422
Bahrain,2021-01-20,4178,144130,7712,1743887,Asia,116320,2395,82648,4422
Bahrain,2021-01-21,4197,194168,7712,1743887,Asia,124032,2406,111342,4422
Bahrain,2021-01-22,4207,213021,7712,1743887,Asia,131744,2412,122152,4422
Bahrain,2021-01-23,4212,218315,7712,1743887,Asia,139456,2415,125188,4422
Bahrain,2021-01-24,4214,219819,7712,1743887,Asia,147168,2416,126051,4422
Bahrain,2021-01-25,4216,222620,7712,1743887,Asia,154880,2417,127657,4422
Bahrain,2021-01-26,4601,224020,7712,1743887,Asia,162592,2638,128460,4422
Bahrain,2021-01-27,6049,224720,7712,1743887,Asia,170304,3468,128861,4422
Bahrain,2021-01-28,10162,225070,7712,1743887,Asia,178016,5827,129062,4422
Bahrain,2021-01-29,19481,225245,7712,1743887,Asia,185728,11171,129162,4422
Bahrain,2021-01-30,21985,225333,7712,1743887,Asia,193440,12606,129213,4422
Bahrain,2021-01-31,22758,225376,7712,1743887,Asia,201152,13050,129237,4422
Bahrain,2021-02-01,25986,225398,7712,1743887,Asia,208864,14901,129250,4422
Bahrain,2021-02-02,39696,225409,7712,1743887,Asia,216576,22762,129256,4422
Bahrain,2021-02-03,55961,225415,7712,1743887,Asia,224288,32089,129260,4422
Bahrain,2021-02-04,75050,225417,7712,1743887,Asia,232000,43036,129261,4422
Bahrain,2021-02-05,93474,225418,7712,1743887,Asia,239712,53600,129261,4422
Bahrain,2021-02-06,99260,225419,7712,1743887,Asia,247424,56918,129262,4422
Bahrain,2021-02-07,103124,225420,7712,1743887,Asia,255136,59134,129262,4422
Bahrain,2021-02-08,110679,225420,7712,1743887,Asia,262848,63466,129262,4422
Bahrain,2021-02-09,127757,225420,7712,1743887,Asia,270560,73259,129262,4422
Bahrain,2021-02-10,145852,225420,7712,1743887,Asia,278272,83636,129262,4422
Bahrain,2021-02-11,167600,225420,7712,1743887,Asia,285984,96107,129262,4422
Bahrain,2021-02-12,188678,232540,7712,1743887,Asia,293696,108193,133345,4422
Bahrain,2021-02-13,194631,242260,7712,1743887,Asia,301408,111607,138919,4422
Bahrain,2021-02-14,196212,248775,7712,1743887,Asia,309120,112514,142655,4422
Bahrain,2021-02-15,202111,250946,7712,1743887,Asia,316832,115896,143900,4422
Bahrain,2021-02-16,210473,252990,7712,1743887,Asia,324544,120691,145072,4422
Bahrain,2021-02-17,220969,257580,7712,1743887,Asia,332256,126710,147704,4422
Bahrain,2021-02-18,231701,263422,7712,1743887,Asia,339968,132864,151054,4422
Bahrain,2021-02-19,241484,268273,7712,1743887,Asia,347680,138474,153836,4422
Bahrain,2021-02-20,243215,271749,7712,1743887,Asia,355392,139467,155829,4422
Bahrain,2021-02-21,243590,274960,7712,1743887,Asia,363104,139682,157670,4422
Bahrain,2021-02-22,245707,278222,7712,1743887,Asia,370816,140896,159541,4422
Bahrain,2021-02-23,251130,281425,7712,1743887,Asia,378528,144005,161378,4422
Bahrain,2021-02-24,256033,284948,7712,1743887,Asia,386240,146817,163398,4422
Bahrain,2021-02-25,261173,290103,7712,1743887,Asia,393952,149764,166354,4422
Bahrain,2021-02-26,266416,292917,7712,1743887,Asia,401664,152771,167967,4422
Bahrain,2021-02-27,267951,295296,7712,1743887,Asia,409376,153651,169332,4422
Bahrain,2021-02-28,268297,298171,7712,1743887,Asia,417088,153849,170980,4422
Bahrain,2021-03-01,269716,301103,7712,1743887,Asia,424800,154663,172661,4422
Bahrain,2021-03-02,273448,302671,7712,1743887,Asia,432512,156803,173561,4422
Bahrain,2021-03-03,276938,303962,7712,1743887,Asia,440224,158805,174301,4422
Bahrain,2021-03-04,281428,305619,7712,1743887,Asia,447936,161379,175251,4422
Bahrain,2021-03-05,283353,307142,7712,1743887,Asia,455648,162483,176124,4422
Bahrain,2021-03-06,284315,307145,7712,1743887,Asia,463360,163035,176126,4422
Bahrain,2021-03-07,284796,308465,7094,1743887,Asia,470454,163311,176883,4067
Bahrain,2021-03-08,285037,309741,6352,1743887,Asia,476806,163449,177615,3642
Bahrain,2021-03-09,285157,310644,5556,1743887,Asia,482362,163518,178133,3185
Bahrain,2021-03-10,285218,311829,4931,1743887,Asia,487293,163553,178812,2827
Bahrain,2021-03-11,285248,312104,4191,1743887,Asia,491484,163570,178970,2403
Bahrain,2021-03-12,285263,312119,3362,1743887,Asia,494846,163578,178978,1927
Bahrain,2021-03-13,285270,322508,4015,1743887,Asia,498861,163582,184936,2302
Bahrain,2021-03-14,285274,337016,5899,1743887,Asia,504760,163585,193255,3382
Bahrain,2021-03-15,285275,349970,7768,1743887,Asia,512528,163585,200683,4454
Bahrain,2021-03-16,285276,361241,9426,1743887,Asia,521954,163586,207147,5405
Bahrain,2021-03-17,285276,374873,11364,1743887,Asia,533318,163586,214964,6516
Bahrain,2021-03-18,285277,386426,13360,1743887,Asia,546678,163586,221588,7661
Bahrain,2021-03-19,285278,396356,14915,1743887,Asia,561593,163587,227283,8552
Bahrain,2021-03-20,285278,407322,15068,1743887,Asia,576661,163587,233571,8640
Bahrain,2021-03-21,285278,417364,14577,1743887,Asia,591238,163587,239329,8358
Bahrain,2021-03-22,285278,428240,14337,1743887,Asia,605575,163587,245566,8221
Belarus,2021-01-03,0,48680,403,9447063,Europe,30044,0,5152,42
Belarus,2021-01-07,0,48680,403,9447063,Europe,31656,0,5152,42
Belarus,2021-01-08,0,48680,403,9447063,Europe,32059,0,5152,42
Belarus,2021-01-09,0,48680,403,9447063,Europe,32462,0,5152,42
Belarus,2021-01-10,0,48680,403,9447063,Europe,32865,0,5152,42
Belarus,2021-01-11,0,48680,403,9447063,Europe,33268,0,5152,42
Belarus,2021-01-12,0,60838,403,9447063,Europe,33671,0,6439,42
Belarus,2021-01-13,0,77731,403,9447063,Europe,34074,0,8228,42
Belarus,2021-01-14,0,97144,403,9447063,Europe,34477,0,10282,42
Belarus,2021-01-15,6638,117904,403,9447063,Europe,34880,702,12480,42
Belarus,2021-01-16,7205,125355,403,9447063,Europe,35283,762,13269,42
Belarus,2021-01-17,7635,128929,403,9447063,Europe,35686,808,13647,42
Belarus,2021-01-18,7850,137412,403,9447063,Europe,36089,830,14545,42
Belarus,2021-01-19,7958,151884,403,9447063,Europe,36492,842,16077,42
