country,date,people_fully_vaccinated,people_vaccinated,daily_vaccinations,population,continent,cumsum_total_vaccination,people_fully_vaccinated_per_million,people_vaccinated_per_million,daily_vaccinated_per_million
Costa Rica,2021-02-15,166544,1344858,3119,5127806,North America,1634631,32478,262267,608
Costa Rica,2021-02-16,166544,1509274,2760,5127806,North America,1637391,32478,294331,538
Costa Rica,2021-02-17,166544,1591483,2401,5127806,North America,1639792,32478,310363,468
Costa Rica,2021-02-18,166544,1632587,2042,5127806,North America,1641834,32478,318379,398
Costa Rica,2021-02-19,166544,1653139,1683,5127806,North America,1643517,32478,322387,328
Costa Rica,2021-02-20,166544,1663415,1323,5127806,North America,1644840,32478,324391,258
Costa Rica,2021-02-21,166544,1668553,964,5127806,North America,1645804,32478,325393,187
Costa Rica,2021-02-22,166544,1671122,605,5127806,North America,1646409,32478,325894,117
Costa Rica,2021-02-23,166544,1672406,1511,5127806,North America,1647920,32478,326144,294
Costa Rica,2021-02-24,166544,1673049,2417,5127806,North America,1650337,32478,326269,471
Costa Rica,2021-02-25,166544,1673370,3323,5127806,North America,1653660,32478,326332,648
Costa Rica,2021-02-26,166544,1673530,4229,5127806,North America,1657889,32478,326363,824
Costa Rica,2021-02-27,166544,1673611,5135,5127806,North America,1663024,32478,326379,1001
Costa Rica,2021-02-28,166544,1673651,6041,5127806,North America,1669065,32478,326387,1178
Costa Rica,2021-03-01,166544,1673671,6947,5127806,North America,1676012,32478,326391,1354
Costa Rica,2021-03-02,166545,1673681,7072,5127806,North America,1683084,32478,326393,1379
Costa Rica,2021-03-03,200822,1673686,7198,5127806,North America,1690282,39163,326394,1403
Costa Rica,2021-03-04,235099,1673688,7323,5127806,North America,1697605,45847,326394,1428
Costa Rica,2021-03-05,435058,1673690,7449,5127806,North America,1705054,84842,326394,1452
Costa Rica,2021-03-06,442472,1673691,7574,5127806,North America,1712628,86288,326395,1477
Costa Rica,2021-03-07,446179,2068701,7699,5127806,North America,1720327,87011,403428,1501
Costa Rica,2021-03-08,449886,2266206,7825,5127806,North America,1728152,87734,441944,1525
Costa Rica,2021-03-09,729088,2364958,8033,5127806,North America,1736185,142183,461202,1566
Costa Rica,2021-03-10,809799,2414335,8242,5127806,North America,1744427,157923,470831,1607
Costa Rica,2021-03-11,850155,2439023,8450,5127806,North America,1752877,165793,475646,1647
Costa Rica,2021-03-12,870333,2451367,8659,5127806,North America,1761536,169728,478053,1688
Costa Rica,2021-03-13,880422,2457539,7844,5127806,North America,1769380,171695,479257,1529
Costa Rica,2021-03-14,885466,2460625,7029,5127806,North America,1776409,172679,479859,1370
Costa Rica,2021-03-15,887989,2462168,6214,5127806,North America,1782623,173171,480160,1211
Costa Rica,2021-03-16,889250,2462939,6200,5127806,North America,1788823,173417,480310,1209
Costa Rica,2021-03-17,889880,2463325,6187,5127806,North America,1795010,173540,480385,1206
Costa Rica,2021-03-18,890196,2463518,6174,5127806,North America,1801184,173601,480423,1204
Costa Rica,2021-03-19,890353,2463614,6161,5127806,North America,1807345,173632,480442,1201
Costa Rica,2021-03-20,890432,2463663,7171,5127806,North America,1814516,173647,480451,1398
Costa Rica,2021-03-21,890471,2463687,8181,5127806,North America,1822697,173655,480456,1595
Costa Rica,2021-03-22,890511,2463711,9192,5127806,North America,1831889,173663,480461,1792
Croatia,2021-01-03,0,12285,1105,4086821,Europe,1423913,0,3006,270
Croatia,2021-01-07,1772,20603,1662,4086821,Europe,1428934,433,5041,406
Croatia,2021-01-08,3304,24985,2130,4086821,Europe,1431064,808,6113,521
Croatia,2021-01-09,4797,27492,2689,4086821,Europe,1433753,1173,6726,657
Croatia,2021-01-10,190248,30000,2693,4086821,Europe,1436446,46551,7340,658
Croatia,2021-01-11,199904,43317,2748,4086821,Europe,1439194,48914,10599,672
Croatia,2021-01-12,203287,47781,2802,4086821,Europe,1441996,49742,11691,685
Croatia,2021-01-13,204979,50014,2479,4086821,Europe,1444475,50156,12237,606
Croatia,2021-01-14,205824,51130,2485,4086821,Europe,1446960,50362,12510,608
Croatia,2021-01-15,206247,51688,2364,4086821,Europe,1449324,50466,12647,578
Croatia,2021-01-16,206459,52246,2272,4086821,Europe,1451596,50518,12784,555
Croatia,2021-01-17,206564,68963,2510,4086821,Europe,1454106,50543,16874,614
Croatia,2021-01-18,206617,77321,2747,4086821,Europe,1456853,50556,18919,672
Croatia,2021-01-19,206644,85680,2984,4086821,Europe,1459837,50563,20964,730
Croatia,2021-01-20,206657,124535,3329,4086821,Europe,1463166,50566,30472,814
Croatia,2021-01-21,206663,135875,3343,4086821,Europe,1466509,50568,33247,817
Croatia,2021-01-22,206667,140852,3346,4086821,Europe,1469855,50569,34464,818
Croatia,2021-01-23,206668,145829,2960,4086821,Europe,1472815,50569,35682,724
Croatia,2021-01-24,206669,147662,2800,4086821,Europe,1475615,50569,36131,685
Croatia,2021-01-25,206670,149496,2640,4086821,Europe,1478255,50569,36580,645
Croatia,2021-01-26,206670,162899,2598,4086821,Europe,1480853,50569,39859,635
Croatia,2021-01-27,206670,168859,2448,4086821,Europe,1483301,50569,41317,598
Croatia,2021-01-28,206670,173544,2299,4086821,Europe,1485600,50569,42464,562
Croatia,2021-01-29,206670,175602,2150,4086821,Europe,1487750,50569,42967,526
Croatia,2021-01-30,206670,177660,2097,4086821,Europe,1489847,50569,43471,513
Croatia,2021-01-31,206670,178132,2045,4086821,Europe,1491892,50569,43586,500
Croatia,2021-02-01,206670,178605,1992,4086821,Europe,1493884,50569,43702,487
Croatia,2021-02-02,206670,183442,1920,4086821,Europe,1495804,50569,44886,469
Croatia,2021-02-03,206670,185861,1848,4086821,Europe,1497652,50569,45478,452
Croatia,2021-02-04,206670,188280,2573,4086821,Europe,1500225,50569,46070,629
Croatia,2021-02-05,206670,278666,2406,4086821,Europe,1502631,50569,68186,588
Croatia,2021-02-06,206670,369052,2411,4086821,Europe,1505042,50569,90302,589
Croatia,2021-02-07,206670,375695,2415,4086821,Europe,1507457,50569,91928,590
Croatia,2021-02-08,206670,379016,2420,4086821,Europe,1509877,50569,92741,592
Croatia,2021-02-09,206670,382338,2326,4086821,Europe,1512203,50569,93553,569
Croatia,2021-02-10,206670,509904,2794,4086821,Europe,1514997,50569,124767,683
Croatia,2021-02-11,206670,637470,2467,4086821,Europe,1517464,50569,155981,603
Croatia,2021-02-12,206670,721832,2555,4086821,Europe,1520019,50569,176624,625
Croatia,2021-02-13,206670,806194,2643,4086821,Europe,1522662,50569,197266,646
Croatia,2021-02-14,206670,812707,2731,4086821,Europe,1525393,50569,198860,668
Croatia,2021-02-15,206670,819219,2819,4086821,Europe,1528212,50569,200453,689
Croatia,2021-02-16,206670,905144,3657,4086821,Europe,1531869,50569,221478,894
Croatia,2021-02-17,206670,948106,3932,4086821,Europe,1535801,50569,231991,962
Croatia,2021-02-18,206670,969587,4207,4086821,Europe,1540008,50569,237247,1029
Croatia,2021-02-19,206670,980327,4782,4086821,Europe,1544790,50569,239875,1170
Croatia,2021-02-20,206670,985698,5356,4086821,Europe,1550146,50569,241189,1310
Croatia,2021-02-21,206670,988383,5931,4086821,Europe,1556077,50569,241846,1451
Croatia,2021-02-22,206670,989725,6506,4086821,Europe,1562583,50569,242174,1591
Croatia,2021-02-23,206670,990397,6757,4086821,Europe,1569340,50569,242339,1653
Croatia,2021-02-24,206670,990732,7009,4086821,Europe,1576349,50569,242421,1715
Croatia,2021-02-25,206670,990900,7435,4086821,Europe,1583784,50569,242462,1819
Croatia,2021-02-26,206670,990984,7252,4086821,Europe,1591036,50569,242482,1774
Croatia,2021-02-27,206670,991026,7069,4086821,Europe,1598105,50569,242493,1729
Croatia,2021-02-28,206670,991047,6886,4086821,Europe,1604991,50569,242498,1684
Croatia,2021-03-01,206670,991058,6703,4086821,Europe,1611694,50569,242500,1640
Croatia,2021-03-02,206670,991063,6800,4086821,Europe,1618494,50569,242502,1663
Croatia,2021-03-03,223944,991065,6897,4086821,Europe,1625391,54796,242502,1687
Croatia,2021-03-04,241217,991066,6819,4086821,Europe,1632210,59023,242502,1668
Croatia,2021-03-05,377809,991067,6977,4086821,Europe,1639187,92445,242503,1707
Croatia,2021-03-06,382890,991068,7135,4086821,Europe,1646322,93688,242503,1745
Croatia,2021-03-07,385431,991068,7293,4086821,Europe,1653615,94310,242503,1784
Croatia,2021-03-08,387972,991068,7451,4086821,Europe,1661066,94932,242503,1823
Croatia,2021-03-09,578033,991068,7349,4086821,Europe,1668415,141438,242503,1798
Croatia,2021-03-10,632982,991068,7248,4086821,Europe,1675663,154883,242503,1773
Croatia,2021-03-11,660456,991068,7146,4086821,Europe,1682809,161606,242503,1748
Croatia,2021-03-12,674193,991068,7593,4086821,Europe,1690402,164967,242503,1857
Croatia,2021-03-13,681062,991068,8072,4086821,Europe,1698474,166648,242503,1975
Croatia,2021-03-14,684496,991068,8551,4086821,Europe,1707025,167488,242503,2092
Croatia,2021-03-15,686213,991068,9031,4086821,Europe,1716056,167908,242503,2209
Croatia,2021-03-16,687072,991068,9063,4086821,Europe,1725119,168118,242503,2217
Croatia,2021-03-17,687501,991068,9096,4086821,Europe,1734215,168223,242503,2225
Croatia,2021-03-18,687716,991068,9128,4086821,Europe,1743343,168276,242503,2233
Croatia,2021-03-19,687930,991068,9161,4086821,Europe,1752504,168328,242503,2241
Cyprus,2021-01-07,1691,28363,534,1213729,Asia,1367459,1393,23368,439
Cyprus,2021-01-08,3154,35535,534,1213729,Asia,1367993,2598,29277,439
Cyprus,2021-01-09,4580,37291,534,1213729,Asia,1368527,3773,30724,439
Cyprus,2021-01-10,227121,39047,534,1213729,Asia,1369061,187126,32171,439
Cyprus,2021-01-11,238709,51470,566,1213729,Asia,1369627,196674,42406,466
Cyprus,2021-01-12,242752,57051,588,1213729,Asia,1370215,200005,47004,484
Cyprus,2021-01-13,244773,62632,604,1213729,Asia,1370819,201670,51602,497
Cyprus,2021-01-14,245784,69853,628,1213729,Asia,1371447,202503,57552,517
Cyprus,2021-01-15,246289,74220,651,1213729,Asia,1372098,202919,61150,536
Cyprus,2021-01-16,246542,78588,675,1213729,Asia,1372773,203127,64749,556
Cyprus,2021-01-17,246668,103649,752,1213729,Asia,1373525,203231,85397,619
Cyprus,2021-01-18,246732,105760,806,1213729,Asia,1374331,203284,87136,664
Cyprus,2021-01-19,246763,107871,859,1213729,Asia,1375190,203309,88875,707
Cyprus,2021-01-20,246779,142291,913,1213729,Asia,1376103,203322,117234,752
Cyprus,2021-01-21,246787,155700,966,1213729,Asia,1377069,203329,128282,795
Cyprus,2021-01-22,246791,161870,1020,1213729,Asia,1378089,203332,133365,840
Cyprus,2021-01-23,246793,168040,1073,1213729,Asia,1379162,203334,138449,884
Cyprus,2021-01-24,246794,170332,1079,1213729,Asia,1380241,203335,140337,888
Cyprus,2021-01-25,246794,172623,1084,1213729,Asia,1381325,203335,142225,893
Cyprus,2021-01-26,246794,189368,1090,1213729,Asia,1382415,203335,156021,898
Cyprus,2021-01-27,246794,196817,1095,1213729,Asia,1383510,203335,162158,902
Cyprus,2021-01-28,246794,202674,1101,1213729,Asia,1384611,203335,166984,907
Cyprus,2021-01-29,246794,205246,1106,1213729,Asia,1385717,203335,169103,911
Cyprus,2021-01-30,246794,207819,1111,1213729,Asia,1386828,203335,171223,915
Cyprus,2021-01-31,246794,208409,1102,1213729,Asia,1387930,203335,171709,907
Cyprus,2021-02-01,246794,209000,1093,1213729,Asia,1389023,203335,172196,900
Cyprus,2021-02-02,246794,213398,1083,1213729,Asia,1390106,203335,175820,892
Cyprus,2021-02-03,246794,215598,1074,1213729,Asia,1391180,203335,177632,884
Cyprus,2021-02-04,246794,217797,1064,1213729,Asia,1392244,203335,179444,876
Cyprus,2021-02-05,246794,266652,1055,1213729,Asia,1393299,203335,219696,869
Cyprus,2021-02-06,246794,315508,1045,1213729,Asia,1394344,203335,259949,860
Cyprus,2021-02-07,246794,319248,1133,1213729,Asia,1395477,203335,263030,933
Cyprus,2021-02-08,246794,321118,1220,1213729,Asia,1396697,203335,264571,1005
Cyprus,2021-02-09,246794,322988,1307,1213729,Asia,1398004,203335,266112,1076
Cyprus,2021-02-10,246794,390402,1394,1213729,Asia,1399398,203335,321654,1148
Cyprus,2021-02-11,246794,457817,1482,1213729,Asia,1400880,203335,377198,1221
Cyprus,2021-02-12,246794,503215,1569,1213729,Asia,1402449,203335,414602,1292
Cyprus,2021-02-13,246794,548613,1656,1213729,Asia,1404105,203335,452006,1364
Cyprus,2021-02-14,246794,552506,1672,1213729,Asia,1405777,203335,455213,1377
Cyprus,2021-02-15,246794,556400,1687,1213729,Asia,1407464,203335,458421,1389
Cyprus,2021-02-16,246794,603078,1703,1213729,Asia,1409167,203335,496880,1403
Cyprus,2021-02-17,246794,626417,1719,1213729,Asia,1410886,203335,516109,1416
Cyprus,2021-02-18,246794,638087,1735,1213729,Asia,1412621,203335,525724,1429
Cyprus,2021-02-19,246794,643922,1750,1213729,Asia,1414371,203335,530531,1441
Cyprus,2021-02-20,246794,646839,1766,1213729,Asia,1416137,203335,532935,1455
Cyprus,2021-02-21,246794,648298,1884,1213729,Asia,1418021,203335,534137,1552
Cyprus,2021-02-22,246794,649027,2002,1213729,Asia,1420023,203335,534737,1649
Cyprus,2021-02-23,246794,649392,2119,1213729,Asia,1422142,203335,535038,1745
Cyprus,2021-02-24,246794,649574,2420,1213729,Asia,1424562,203335,535188,1993
Cyprus,2021-02-25,246794,649665,2721,1213729,Asia,1427283,203335,535263,2241
Cyprus,2021-02-26,246794,649711,3022,1213729,Asia,1430305,203335,535301,2489
Cyprus,2021-02-27,246794,649734,3136,1213729,Asia,1433441,203335,535320,2583
Cyprus,2021-02-28,246794,649745,3133,1213729,Asia,1436574,203335,535329,2581
Cyprus,2021-03-01,246794,649751,3129,1213729,Asia,1439703,203335,535334,2578
Cyprus,2021-03-02,246795,649754,3126,1213729,Asia,1442829,203336,535336,2575
Cyprus,2021-03-03,247066,649755,2939,1213729,Asia,1445768,203559,535337,2421
Cyprus,2021-03-04,247336,649756,2753,1213729,Asia,1448521,203781,535338,2268
Cyprus,2021-03-05,320561,649756,2567,1213729,Asia,1451088,264112,535338,2114
Cyprus,2021-03-06,323309,649756,2567,1213729,Asia,1453655,266376,535338,2114
Cyprus,2021-03-07,324683,649756,2567,1213729,Asia,1456222,267508,535338,2114
Cyprus,2021-03-08,326057,649756,2531,1213729,Asia,1458753,268640,535338,2085
Cyprus,2021-03-09,426979,649756,2496,1213729,Asia,1461249,351791,535338,2056
Cyprus,2021-03-10,456164,649756,2461,1213729,Asia,1463710,375836,535338,2027
Cyprus,2021-03-11,470757,673235,2426,1213729,Asia,1466136,387860,554683,1998
Cyprus,2021-03-12,478053,696714,2391,1213729,Asia,1468527,393871,574027,1969
Cyprus,2021-03-13,481701,735489,2355,1213729,Asia,1470882,396876,605974,1940
Cyprus,2021-03-14,483526,754876,2320,1213729,Asia,1473202,398380,621947,1911
Cyprus,2021-03-15,484438,764569,2320,1213729,Asia,1475522,399131,629933,1911
Cyprus,2021-03-16,484894,769416,2320,1213729,Asia,1477842,399507,633927,1911
Cyprus,2021-03-17,485122,771840,2320,1213729,Asia,1480162,399695,635924,1911
Cyprus,2021-03-18,485236,773051,2320,1213729,Asia,1482482,399789,636922,1911
Cyprus,2021-03-19,485293,773657,2320,1213729,Asia,1484802,399836,637421,1911
Cyprus,2021-03-20,485350,774263,2320,1213729,Asia,1487122,399883,637920,1911
Czechia,2021-01-03,0,14227,1853,10723413,Europe,1299827,0,1326,172
Czechia,2021-01-07,1611,36123,3476,10723413,Europe,1310054,150,3368,324
Czechia,2021-01-08,3004,46085,4862,10723413,Europe,1314916,280,4297,453
Czechia,2021-01-09,4363,48094,4969,10723413,Europe,1319885,406,4484,463
Czechia,2021-01-10,263994,49818,5084,10723413,Europe,1324969,24618,4645,474
Czechia,2021-01-11,277513,59624,5974,10723413,Europe,1330943,25879,5560,557
Czechia,2021-01-12,282216,73018,7242,10723413,Europe,1338185,26317,6809,675
Czechia,2021-01-13,284568,86516,8337,10723413,Europe,1346522,26537,8067,777
Czechia,2021-01-14,285744,101706,9369,10723413,Europe,1355891,26646,9484,873
Czechia,2021-01-15,286332,115644,9937,10723413,Europe,1365828,26701,10784,926
Czechia,2021-01-16,286626,119023,10133,10723413,Europe,1375961,26728,11099,944
Czechia,2021-01-17,286773,121619,10348,10723413,Europe,1386309,26742,11341,964
Czechia,2021-01-18,286846,134076,10984,10723413,Europe,1397293,26749,12503,1024
Czechia,2021-01-19,286883,146498,11231,10723413,Europe,1408524,26752,13661,1047
Czechia,2021-01-20,286901,160047,11613,10723413,Europe,1420137,26754,14925,1082
Czechia,2021-01-21,286910,175526,11900,10723413,Europe,1432037,26755,16368,1109
Czechia,2021-01-22,286915,190251,12161,10723413,Europe,1444198,26755,17741,1134
Czechia,2021-01-23,286917,193513,12268,10723413,Europe,1456466,26756,18045,1144
Czechia,2021-01-24,286918,195751,12249,10723413,Europe,1468715,26756,18254,1142
Czechia,2021-01-25,286918,205357,12004,10723413,Europe,1480719,26756,19150,1119
Czechia,2021-01-26,286918,215837,11906,10723413,Europe,1492625,26756,20127,1110
Czechia,2021-01-27,286919,224776,11514,10723413,Europe,1504139,26756,20961,1073
Czechia,2021-01-28,286920,231804,10930,10723413,Europe,1515069,26756,21616,1019
Czechia,2021-01-29,286920,237978,10671,10723413,Europe,1525740,26756,22192,995
Czechia,2021-01-30,286920,238694,10338,10723413,Europe,1536078,26756,22259,964
Czechia,2021-01-31,286920,239395,10158,10723413,Europe,1546236,26756,22324,947
Czechia,2021-02-01,286920,243210,10033,10723413,Europe,1556269,26756,22680,935
Czechia,2021-02-02,286920,247314,10006,10723413,Europe,1566275,26756,23062,933
Czechia,2021-02-03,286920,251692,10276,10723413,Europe,1576551,26756,23471,958
Czechia,2021-02-04,286920,256561,10940,10723413,Europe,1587491,26756,23925,1020
Czechia,2021-02-05,286920,261963,11230,10723413,Europe,1598721,26756,24429,1047
Czechia,2021-02-06,286920,262795,11425,10723413,Europe,1610146,26756,24506,1065
Czechia,2021-02-07,286920,263638,11635,10723413,Europe,1621781,26756,24585,1085
Czechia,2021-02-08,286920,267636,12154,10723413,Europe,1633935,26756,24958,1133
Czechia,2021-02-09,286920,272660,12527,10723413,Europe,1646462,26756,25426,1168
Czechia,2021-02-10,286920,278164,12992,10723413,Europe,1659454,26756,25939,1211
Czechia,2021-02-11,286920,284359,13617,10723413,Europe,1673071,26756,26517,1269
Czechia,2021-02-12,286920,291031,14371,10723413,Europe,1687442,26756,27139,1340
Czechia,2021-02-13,286920,292601,14565,10723413,Europe,1702007,26756,27286,1358
Czechia,2021-02-14,286920,293580,14427,10723413,Europe,1716434,26756,27377,1345
Czechia,2021-02-15,286920,299889,14468,10723413,Europe,1730902,26756,27965,1349
Czechia,2021-02-16,286920,308445,14553,10723413,Europe,1745455,26756,28763,1357
Czechia,2021-02-17,286920,318025,14440,10723413,Europe,1759895,26756,29657,1346
Czechia,2021-02-18,286920,330206,14152,10723413,Europe,1774047,26756,30792,1319
Czechia,2021-02-19,286920,341892,13812,10723413,Europe,1787859,26756,31882,1288
Czechia,2021-02-20,286920,343798,13605,10723413,Europe,1801464,26756,32060,1268
Czechia,2021-02-21,286920,344814,13558,10723413,Europe,1815022,26756,32155,1264
Czechia,2021-02-22,286920,354823,13612,10723413,Europe,1828634,26756,33088,1269
Czechia,2021-02-23,286920,367487,13911,10723413,Europe,1842545,26756,34269,1297
Czechia,2021-02-24,286920,381177,14175,10723413,Europe,1856720,26756,35546,1321
Czechia,2021-02-25,286920,398821,14606,10723413,Europe,1871326,26756,37191,1362
Czechia,2021-02-26,286920,414725,14928,10723413,Europe,1886254,26756,38674,1392
Czechia,2021-02-27,286920,417632,14983,10723413,Europe,1901237,26756,38945,1397
Czechia,2021-02-28,286920,419956,15104,10723413,Europe,1916341,26756,39162,1408
Czechia,2021-03-01,286920,438965,16010,10723413,Europe,1932351,26756,40935,1492
Czechia,2021-03-02,286920,465518,17510,10723413,Europe,1949861,26756,43411,1632
Czechia,2021-03-03,286920,495278,19592,10723413,Europe,1969453,26756,46186,1827
Czechia,2021-03-04,286920,527331,21518,10723413,Europe,1990971,26756,49175,2006
Czechia,2021-03-05,286920,555176,23233,10723413,Europe,2014204,26756,51772,2166
Czechia,2021-03-06,286920,566617,24493,10723413,Europe,2038697,26756,52839,2284
Czechia,2021-03-07,286920,577414,25744,10723413,Europe,2064441,26756,53846,2400
Czechia,2021-03-08,286920,606390,27364,10723413,Europe,2091805,26756,56548,2551
Czechia,2021-03-09,286920,641598,28999,10723413,Europe,2120804,26756,59831,2704
Czechia,2021-03-10,286920,682025,30866,10723413,Europe,2151670,26756,63601,2878
Czechia,2021-03-11,290872,725878,33058,10723413,Europe,2184728,27124,67690,3082
Czechia,2021-03-12,299146,763871,34933,10723413,Europe,2219661,27896,71233,3257
Czechia,2021-03-13,300409,780564,35745,10723413,Europe,2255406,28014,72790,3333
Czechia,2021-03-14,301515,792469,35944,10723413,Europe,2291350,28117,73900,3351
Czechia,2021-03-15,310185,819992,36306,10723413,Europe,2327656,28925,76467,3385
Czechia,2021-03-16,320511,857925,37273,10723413,Europe,2364929,29888,80004,3475
Czechia,2021-03-17,330865,894190,37180,10723413,Europe,2402109,30854,83386,3467
Czechia,2021-03-18,343037,930689,36711,10723413,Europe,2438820,31989,86790,3423
Czechia,2021-03-19,356250,963827,36723,10723413,Europe,2475543,33221,89880,3424
Czechia,2021-03-20,358236,978364,36518,10723413,Europe,2512061,33406,91236,3405
Czechia,2021-03-21,359752,985574,35906,10723413,Europe,2547967,33548,91908,3348
Czechia,2021-03-22,371235,1007422,35497,10723413,Europe,2583464,34619,93946,3310
Denmark,2021-01-03,0,51856,6490,5807009,Europe,1258037,0,8929,1117
Denmark,2021-01-07,1531,104647,9979,5807009,Europe,1290131,263,18020,1718
Denmark,2021-01-08,2854,113065,10851,5807009,Europe,1300982,491,19470,1868
Denmark,2021-01-09,4147,114964,9865,5807009,Europe,1310847,714,19797,1698
Denmark,2021-01-10,300867,115777,9132,5807009,Europe,1319979,51811,19937,1572
Denmark,2021-01-11,316317,116434,8883,5807009,Europe,1328862,54471,20050,1529
Denmark,2021-01-12,321681,116897,7033,5807009,Europe,1335895,55395,20130,1211
Denmark,2021-01-13,324362,129595,6045,5807009,Europe,1341940,55856,22316,1040
Denmark,2021-01-14,325703,147454,6115,5807009,Europe,1348055,56087,25392,1053
Denmark,2021-01-15,326374,162607,7078,5807009,Europe,1355133,56203,28001,1218
Denmark,2021-01-16,326709,167205,7465,5807009,Europe,1362598,56261,28793,1285
Denmark,2021-01-17,326877,169724,7809,5807009,Europe,1370407,56290,29227,1344
Denmark,2021-01-18,326961,173589,8571,5807009,Europe,1378978,56304,29893,1475
Denmark,2021-01-19,327002,176060,9156,5807009,Europe,1388134,56311,30318,1576
Denmark,2021-01-20,327023,177564,7825,5807009,Europe,1395959,56315,30577,1347
Denmark,2021-01-21,327034,179082,5826,5807009,Europe,1401785,56317,30838,1003
Denmark,2021-01-22,327039,179748,4560,5807009,Europe,1406345,56317,30953,785
Denmark,2021-01-23,327042,180528,5033,5807009,Europe,1411378,56318,31087,866
Denmark,2021-01-24,327043,181144,5591,5807009,Europe,1416969,56318,31194,962
Denmark,2021-01-25,327044,181407,5123,5807009,Europe,1422092,56318,31239,882
Denmark,2021-01-26,327044,181620,4751,5807009,Europe,1426843,56318,31275,818
Denmark,2021-01-27,327044,181827,4919,5807009,Europe,1431762,56318,31311,847
Denmark,2021-01-28,327044,182064,5558,5807009,Europe,1437320,56318,31352,957
Denmark,2021-01-29,327044,183197,7433,5807009,Europe,1444753,56318,31547,1280
Denmark,2021-01-30,327044,184421,8324,5807009,Europe,1453077,56318,31758,1433
Denmark,2021-01-31,327044,185666,9237,5807009,Europe,1462314,56318,31972,1590
Denmark,2021-02-01,327044,186417,10079,5807009,Europe,1472393,56318,32102,1735
Denmark,2021-02-02,327044,188456,10522,5807009,Europe,1482915,56318,32453,1811
Denmark,2021-02-03,327044,189997,10974,5807009,Europe,1493889,56318,32718,1889
Denmark,2021-02-04,327044,191435,11547,5807009,Europe,1505436,56318,32966,1988
Denmark,2021-02-05,327044,193021,10922,5807009,Europe,1516358,56318,33239,1880
Denmark,2021-02-06,327044,194059,10013,5807009,Europe,1526371,56318,33418,1724
Denmark,2021-02-07,327044,195971,8873,5807009,Europe,1535244,56318,33747,1527
Denmark,2021-02-08,327044,198523,9015,5807009,Europe,1544259,56318,34186,1552
Denmark,2021-02-09,327044,202079,9501,5807009,Europe,1553760,56318,34799,1636
Denmark,2021-02-10,327044,205361,9426,5807009,Europe,1563186,56318,35364,1623
Denmark,2021-02-11,327044,211026,8821,5807009,Europe,1572007,56318,36339,1519
Denmark,2021-02-12,327044,223072,9480,5807009,Europe,1581487,56318,38414,1632
Denmark,2021-02-13,327044,229624,9442,5807009,Europe,1590929,56318,39542,1625
Denmark,2021-02-14,327044,235863,9632,5807009,Europe,1600561,56318,40616,1658
Denmark,2021-02-15,327044,249736,10690,5807009,Europe,1611251,56318,43005,1840
Denmark,2021-02-16,327044,262969,11561,5807009,Europe,1622812,56318,45284,1990
Denmark,2021-02-17,327044,273466,12094,5807009,Europe,1634906,56318,47092,2082
Denmark,2021-02-18,327044,284948,12618,5807009,Europe,1647524,56318,49069,2172
Denmark,2021-02-19,327044,298879,11938,5807009,Europe,1659462,56318,51468,2055
Denmark,2021-02-20,327044,309416,12451,5807009,Europe,1671913,56318,53283,2144
Denmark,2021-02-21,327044,320238,13066,5807009,Europe,1684979,56318,55146,2250
Denmark,2021-02-22,327044,333781,12725,5807009,Europe,1697704,56318,57478,2191
Denmark,2021-02-23,327044,348207,12985,5807009,Europe,1710689,56318,59963,2236
Denmark,2021-02-24,327044,361913,13662,5807009,Europe,1724351,56318,62323,2352
Denmark,2021-02-25,327044,376388,14137,5807009,Europe,1738488,56318,64816,2434
Denmark,2021-02-26,327044,412378,17293,5807009,Europe,1755781,56318,71013,2977
Denmark,2021-02-27,327044,419042,16870,5807009,Europe,1772651,56318,72161,2905
Denmark,2021-02-28,327044,430014,17046,5807009,Europe,1789697,56318,74050,2935
Denmark,2021-03-01,327044,449750,17927,5807009,Europe,1807624,56318,77449,3087
Denmark,2021-03-02,327044,466421,18154,5807009,Europe,1825778,56318,80320,3126
Denmark,2021-03-03,327044,479418,17918,5807009,Europe,1843696,56318,82558,3085
Denmark,2021-03-04,327044,496841,18508,5807009,Europe,1862204,56318,85558,3187
Denmark,2021-03-05,327044,513482,16411,5807009,Europe,1878615,56318,88424,2826
Denmark,2021-03-06,327044,528110,17908,5807009,Europe,1896523,56318,90943,3083
Denmark,2021-03-07,327044,540177,18482,5807009,Europe,1915005,56318,93021,3182
Denmark,2021-03-08,327044,549770,17804,5807009,Europe,1932809,56318,94673,3065
Denmark,2021-03-09,327044,560705,17834,5807009,Europe,1950643,56318,96556,3071
Denmark,2021-03-10,327044,572787,18598,5807009,Europe,1969241,56318,98637,3202
Denmark,2021-03-11,327044,577409,17660,5807009,Europe,1986901,56318,99433,3041
Denmark,2021-03-12,327044,580795,16480,5807009,Europe,2003381,56318,100016,2837
Denmark,2021-03-13,327044,585333,15320,5807009,Europe,2018701,56318,100797,2638
Denmark,2021-03-14,327044,586570,14499,5807009,Europe,2033200,56318,101010,2496
Denmark,2021-03-15,327044,589419,14037,5807009,Europe,2047237,56318,101501,2417
Denmark,2021-03-16,327044,596217,13766,5807009,Europe,2061003,56318,102671,2370
Denmark,2021-03-17,327044,606926,13848,5807009,Europe,2074851,56318,104516,2384
Denmark,2021-03-18,327044,621485,15145,5807009,Europe,2089996,56318,107023,2608
Denmark,2021-03-19,327044,629015,15900,5807009,Europe,2105896,56318,108319,2738
